TCAD or WCAD Property ID(s),Facility Address,Facility Category,Building Name,Calculated kWh/sqft,Portfolio Manager Energy Star Score,As of
204237,"2815 MANOR RD
AUSTIN, TX 78722
(30.285535, -97.711289)",INDUSTRIAL (W/sqft &gt; 3),204237_001,14.11,,10/01/2015 12:00:00 AM
322743,"4738 S INTERSTATE
AUSTIN, TX 78745
(30.208107, -97.757015)",AUTOMOTIVE SALES,322743_005,23.29,,10/01/2015 12:00:00 AM
361379,"504 LAVACA ST
AUSTIN, TX 78701
(30.268091, -97.745444)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),361379_001,21.23,55,10/01/2015 12:00:00 AM
362174,"7811 ROCKWOOD LA
AUSTIN, TX 78757
(30.358174, -97.738533)",OFFICE MED 10-35,362174_001,7.92,,10/01/2015 12:00:00 AM
511560,"6900 BRODIE LA
AUSTIN, TX 78745
(30.214234, -97.830162)",STORE\GROCERY (W/sqft &gt; 5),511560_001,55.47,68,10/01/2015 12:00:00 AM
552896,"2709 S LAMAR BLVD
AUSTIN, TX 78704
(30.245318, -97.779974)",MINI WAREHOUSE,552896_Campus,1.68,,10/01/2015 12:00:00 AM
255054,"10423 MC KALLA PL
Austin, TX 78758
(30.386047, -97.718651)",WAREHOUSE (W/sqft &gt; 5),255054_001,24.65,,10/01/2015 12:00:00 AM
289704,"2800 S INTERSTATE
Austin, TX 78704
(30.228791, -97.74457)",OFFICE LG &gt; 35000,289704_001,16.59,,10/01/2015 12:00:00 AM
211327,"3001 N LAMAR BLVD
AUSTIN, TX 78705
(30.299249, -97.746823)",OFFICE MED 10-35,211327_Campus,11.40,,10/01/2015 12:00:00 AM
380296,"3919 MCKINNEY FALLS PKWY
AUSTIN, TX 78744
(30.19668, -97.693061)",OFFICE MED 10-35,380296_001,43.89,57,10/01/2015 12:00:00 AM
235467,"1520 RUTHERFORD LA
AUSTIN, TX 78754
(30.336972, -97.682533)",INDUSTRIAL,235467_004,15.63,22,10/01/2015 12:00:00 AM
258259,"2400 W BRAKER LA
AUSTIN, TX 78759
(30.390338, -97.716426)",INDUSTRIAL,258259_001,11.33,,10/01/2015 12:00:00 AM
192995,"1206 E 9 ST
AUSTIN, TX 78702
(30.266686, -97.728077)",CONGREGATION FACILITY,192995_001,2.64,,10/01/2015 12:00:00 AM
316352,"4310 WILLOW SPRINGS RD
AUSTIN, TX 78704
(30.216335, -97.762805)",WAREHOUSE,316352_001,5.23,63,10/01/2015 12:00:00 AM
192008,"1817 E 6 ST
AUSTIN, TX 78702
(30.261903, -97.723157)",OFFICE (SMALL),192008_Campus,8.34,,10/01/2015 12:00:00 AM
235504,"8619 WALL ST
AUSTIN, TX 78754
(30.339938, -97.67203)",INDUSTRIAL,235504_005,5.91,,10/01/2015 12:00:00 AM
"504161, 505325","1700 W PARMER LA
AUSTIN, TX 78727
(30.412511, -97.688908)",RETAIL CENTER,505325_001,22.37,,10/01/2015 12:00:00 AM
260123,"2120 W BRAKER LA
AUSTIN, TX 78756
(30.393117, -97.709964)",INDUSTRIAL,260123_001,12.98,,10/01/2015 12:00:00 AM
709865,"6200 MIDDLE FISKVILLE RD
AUSTIN, TX 78752
(30.324041, -97.709819)",MOTEL\HOTEL,709865_001,6.72,,10/01/2015 12:00:00 AM
266435,"12407 N MOPAC EXPY
AUSTIN, TX 78758
(30.417404, -97.704764)",RETAIL CENTER,266435_001,27.48,,10/01/2015 12:00:00 AM
361655,"6505 AIRPORT BLVD
AUSTIN, TX 78752
(30.330031, -97.715691)",OFFICE LG &gt; 35000,361655_001,16.05,68,10/01/2015 12:00:00 AM
460998,"9901 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78759
(30.390568, -97.740543)",RETAIL CENTER,460998_001,40.08,90,10/01/2015 12:00:00 AM
501515,"9420 RESEARCH BLVD
AUSTIN, TX 78759
(30.384452, -97.743152)",OFFICE LG &gt; 35000,501515_001,16.08,,10/01/2015 12:00:00 AM
190878,"44 EAST AVE
AUSTIN, TX 78701
(30.25583, -97.738755)",OFFICE MED 10-35,190878_001,3.52,,10/01/2015 12:00:00 AM
783005,"6517 BURLESON RD
AUSTIN, TX 78734
(30.20414, -97.713721)",INDUSTRIAL,783005_001,3.96,73,10/01/2015 12:00:00 AM
232860,"8305 CROSS PARK DR
AUSTIN, TX 78754
(30.335565, -97.669818)",INDUSTRIAL (W/sqft &gt; 3),232860_001,16.22,,10/01/2015 12:00:00 AM
111295,"1114 LOST CREEK BLVD
AUSTIN, TX 78746
(30.28335, -97.825187)",OFFICE LG &gt; 35000,111295_001,15.84,85.5,10/01/2015 12:00:00 AM
197020,"313 E 12 ST
AUSTIN, TX 78701
(30.273091, -97.738194)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),197020_Campus,26.87,,10/01/2015 12:00:00 AM
R060268,"12200 BOARDWALK DR
AUSTIN, TX 78729
(30.444362, -97.7824)",OFFICE LG &gt; 35000,R060268_Campus,4.64,,10/01/2015 12:00:00 AM
197753,"1190 HARGRAVE ST
AUSTIN, TX 78702
(30.275197, -97.707943)",AUTOMOTIVE SERVICE,197753_001,8.78,,10/01/2015 12:00:00 AM
"483297, 758870, 758871, 758872, 758873","1500 AIRPORT COMMERCE DR
Austin, TX 78741
(30.222679, -97.688837)",INDUSTRIAL,758873_001,11.66,,10/01/2015 12:00:00 AM
221354,"4501 GUADALUPE ST
AUSTIN, TX 78751
(30.311174, -97.732818)",STORE\GROCERY (W/sqft &gt; 5),221354_001,38.98,42,10/01/2015 12:00:00 AM
196757,"800 GUADALUPE
AUSTIN, TX 78701
(30.270876, -97.745594)",CITY OF AUSTIN,196757_001,11.58,,10/01/2015 12:00:00 AM
244003,"7800 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.360058, -97.740969)",OFFICE LG &gt; 35000,244003_001,13.97,86,10/01/2015 12:00:00 AM
233502,"6415 BURNET LA
AUSTIN, TX 78757
(30.338946, -97.738969)",RETAIL CENTER,233502_001,11.46,,10/01/2015 12:00:00 AM
707241,"2501 S LAMAR BLVD
AUSTIN, TX 78704
(30.246589, -97.778056)",STORE\GROCERY (W/sqft &gt; 5),707241_001,34.76,51,10/01/2015 12:00:00 AM
"291820, 291826, 291827","4013 TODD LA
AUSTIN, TX 78744
(30.211563, -97.737387)",WAREHOUSE,291827_002,11.57,,10/01/2015 12:00:00 AM
225500,"959 REINLI ST
AUSTIN, TX 78751
(30.319132, -97.708582)",MOTEL\HOTEL (W/sqft &gt; 3),225500_Campus,14.33,,10/01/2015 12:00:00 AM
235484,"8606 WALL ST
AUSTIN, TX 78754
(30.339596, -97.672539)",INDUSTRIAL,235484_001,3.28,,10/01/2015 12:00:00 AM
500714,"6610 BURNET RD
AUSTIN, TX 78757
(30.342977, -97.73852)",MINI WAREHOUSE,500714_002,5.88,,10/01/2015 12:00:00 AM
171438,"12675 RESEARCH BLVD
AUSTIN, TX 78613
(30.432293, -97.764728)",OFFICE MED 10-35,171438_002,11.22,,10/01/2015 12:00:00 AM
551942,"5214 BURLESON RD
AUSTIN, TX 78744
(30.210477, -97.726877)",INDUSTRIAL,551942_002,5.92,,10/01/2015 12:00:00 AM
100138,"906 W Milton Street
Austin, TX 78704
(30.25023, -97.759949)",EDUCATIONAL FACILITY,100138_Campus,9.38,94,10/01/2015 12:00:00 AM
235504,"8619 WALL ST
AUSTIN, TX 78754
(30.339938, -97.67203)",INDUSTRIAL,235504_008,5.91,,10/01/2015 12:00:00 AM
729005,"8601 Vertex Blvd
Austin, TX 78747
(30.156206, -97.752988)",EDUCATIONAL FACILITY,729005_Campus,11.23,78,10/01/2015 12:00:00 AM
192787,"117 W 4 ST
AUSTIN, TX 78701
(30.266338, -97.744011)",RESTAURANT\BAR,192787_Campus,7.97,,10/01/2015 12:00:00 AM
797143,"7901 Metropolis Dr
Austin, TX 78744
(30.207121, -97.694079)",MEDICAL FACILITY,797143_001,32.18,,10/01/2015 12:00:00 AM
479388,"3600 PARMER LA
AUSTIN, TX 78727
(30.423445, -97.710019)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),479388_001,19.31,57,10/01/2015 12:00:00 AM
201402,"5600 Decker Lane
Austin, TX 78724
(30.280458, -97.634919)",EDUCATIONAL FACILITY,201402_001,10.30,87,10/01/2015 12:00:00 AM
R401724,"13050 POND SPRINGS RD
AUSTIN, TX 78729
(30.442064, -97.774048)",OFFICE MED 10-35,R401724_001,29.35,44,10/01/2015 12:00:00 AM
187865,"512 E RIVERSIDE DR
AUSTIN, TX 78704
(30.25245, -97.74218)",OFFICE MED 10-35,187865_001,17.70,,10/01/2015 12:00:00 AM
291765,"4150 FREIDRICH LA
AUSTIN, TX 78744
(30.212576, -97.748021)",INDUSTRIAL,291765_Campus,23.22,,10/01/2015 12:00:00 AM
310847,"300 WOODWARD ST
AUSTIN, TX 78704
(30.227778, -97.756218)",EDUCATIONAL FACILITY,310847_DUJR,16.08,,10/01/2015 12:00:00 AM
100273,"1700 S LAMAR BLVD
AUSTIN, TX 78704
(30.2509, -97.765487)",INDUSTRIAL,100273_001,2.78,,10/01/2015 12:00:00 AM
194476,"814 SAN JACINTO BLVD
Austin, TX 78701
(30.269917, -97.73943)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),194476_002,23.71,,10/01/2015 12:00:00 AM
237442,"6912 BURNET RD
AUSTIN, TX 78757
(30.346233, -97.737003)",AUTOMOTIVE SALES,237442_001,7.90,,10/01/2015 12:00:00 AM
242251,"7320 N MOPAC EXPY
AUSTIN, TX 78749
(30.35537, -97.747565)",OFFICE LG &gt; 35000,242251_001,13.94,77,10/01/2015 12:00:00 AM
226749,"501 E KOENIG LA
AUSTIN, TX 78751
(30.320053, -97.714696)",AUTOMOTIVE SALES,226749_003,14.33,,10/01/2015 12:00:00 AM
291831,"4001 DROSSETT DR
AUSTIN, TX 78744
(30.210048, -97.734037)",INDUSTRIAL,291831_001,4.70,,10/01/2015 12:00:00 AM
249930,"8711 BURNET RD
AUSTIN, TX 78757
(30.369425, -97.727376)",WAREHOUSE,249930_004,0.33,,10/01/2015 12:00:00 AM
273269,"13717 BURNET RD
AUSTIN, TX 78727
(30.438061, -97.698652)",RETAIL CENTER,273269_002,14.26,,10/01/2015 12:00:00 AM
310847,"300 WOODWARD ST
AUSTIN, TX 78704
(30.227778, -97.756218)",EDUCATIONAL FACILITY,310847_AND,16.08,,10/01/2015 12:00:00 AM
478318,"11617 RESEARCH BLVD
AUSTIN, TX 78759
(30.415495, -97.74577)",MOTEL\HOTEL (W/sqft &gt; 3),478318_Campus,27.26,,10/01/2015 12:00:00 AM
204180,"2830 REAL ST
Austin, TX 78722
(30.282664, -97.710241)",INDUSTRIAL,204180_001,4.38,,10/01/2015 12:00:00 AM
223352,"1045 REINLI ST
AUSTIN, TX 78723
(30.316959, -97.703942)",INDUSTRIAL,223352_002,3.16,,10/01/2015 12:00:00 AM
138418,"3818 FAR WEST BLVD
AUSTIN, TX 78731
(30.356279, -97.759146)",RETAIL CENTER,138418_001,15.01,,10/01/2015 12:00:00 AM
203513,"2203 SAN ANTONIO ST
AUSTIN, TX 78705
(30.285572, -97.74285)",CONGREGATION FACILITY,203513_001,5.92,,10/01/2015 12:00:00 AM
445921,"7625 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.217899, -97.691198)",MOTEL\HOTEL,445921_001,12.50,33,10/01/2015 12:00:00 AM
460005,"9101 TUSCANY WAY
AUSTIN, TX 78754
(30.33785, -97.662185)",INDUSTRIAL (W/sqft &gt; 3),460005_Campus,25.18,,10/01/2015 12:00:00 AM
361581,"800 W 38th St
Austin, TX 78705
(30.304481, -97.741497)",STORE\GROCERY (W/sqft &gt; 5),215716_002,51.33,7,10/01/2015 12:00:00 AM
230224,"200 W HUNTLAND DR
AUSTIN, TX 78752
(30.330394, -97.7139)",AUTOMOTIVE SALES,230224_001,13.00,,10/01/2015 12:00:00 AM
320502,"415 E ST ELMO RD
AUSTIN, TX 78745
(30.215438, -97.762869)",INDUSTRIAL,320502_002,7.23,,10/01/2015 12:00:00 AM
294846,"5701 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.189698, -97.745056)",EDUCATIONAL FACILITY,294846_Campus,4.10,70.5,10/01/2015 12:00:00 AM
109619,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",RECREATION,109619_Campus,109.40,,10/01/2015 12:00:00 AM
237937,"404 W POWELL LA
AUSTIN, TX 78753
(30.34906, -97.706425)",INDUSTRIAL,237937_004,3.47,,10/01/2015 12:00:00 AM
111180,"1120 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.28226, -97.82323)",OFFICE LG &gt; 35000,111180_003,15.08,,10/01/2015 12:00:00 AM
228983,"502 E HIGHLAND MALL BLVD
AUSTIN, TX 78752
(30.328112, -97.710149)",OFFICE MED 10-35,228983_Campus,13.86,,10/01/2015 12:00:00 AM
292476,"4111 TODD LA
AUSTIN, TX 78744
(30.210333, -97.738173)",INDUSTRIAL,292476_001,3.80,,10/01/2015 12:00:00 AM
"236462, 236463, 236464","705 W ANDERSON LA
AUSTIN, TX 78757
(30.346423, -97.711193)",INDUSTRIAL,236463_002,9.82,,10/01/2015 12:00:00 AM
312562,"3800 WOODBURY DR
AUSTIN, TX 78704
(30.22453, -97.759982)",WAREHOUSE,312562_Campus,2.56,,10/01/2015 12:00:00 AM
R056376,"8637 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.433289, -97.77278)",CITY OF AUSTIN,R056376_001,11.36,,10/01/2015 12:00:00 AM
545552,"5910 JOHNNY MORRIS RD
AUSTIN, TX 78724
(30.292309, -97.653302)",AUTOMOTIVE SERVICE,545552_001,4.80,,10/01/2015 12:00:00 AM
497747,"9011 MOUNTAIN RIDGE DR
AUSTIN, TX 78759
(30.387547, -97.753385)",OFFICE MED 10-35,497747_002,22.70,,10/01/2015 12:00:00 AM
243341,"313 E RUNDBERG LA
AUSTIN, TX 78753
(30.359946, -97.691761)",OFFICE MED 10-35,243341_Campus,11.61,,10/01/2015 12:00:00 AM
236569,"8401 CAMERON RD
AUSTIN, TX 78753
(30.340649, -97.681203)",CITY OF AUSTIN,236569_001,17.33,,10/01/2015 12:00:00 AM
307025,"2409 S CONGRESS AVE
AUSTIN, TX 78704
(30.238607, -97.753744)",RETAIL CENTER,307025_001,16.05,78,10/01/2015 12:00:00 AM
305577,"2620 S CONGRESS AVE
AUSTIN, TX 78704-5411
(30.235815, -97.756114)",OTHER,305577_001,9.64,,10/01/2015 12:00:00 AM
111180,"1120 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.28226, -97.82323)",OFFICE LG &gt; 35000,111180_001,15.08,,10/01/2015 12:00:00 AM
799365,"7600 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78731
(30.375253, -97.78163)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),799365_001,24.36,24,10/01/2015 12:00:00 AM
305585,"2400 S CONGRESS AVE
AUSTIN, TX 78704
(30.238285, -97.754014)",STORE\GROCERY (W/sqft &gt; 5),305585_001,66.42,74,10/01/2015 12:00:00 AM
199998,"207 W 18 ST
AUSTIN, TX 78701
(30.280226, -97.740622)",OFFICE MED 10-35,199998_001,11.63,,10/01/2015 12:00:00 AM
197675,"2300 Rosewood Ave
Austin, TX 78702
(30.270326, -97.715131)",CITY OF AUSTIN,197675_001,24.08,,10/01/2015 12:00:00 AM
214595,"3207 Medical Pkwy
Austin, TX 78705
(30.30194, -97.74655)",DORMITORY\RETIREMENT FACILITY,214595_002,30.59,84.5,10/01/2015 12:00:00 AM
106570,"1009 W 6 ST
AUSTIN, TX 78703
(30.271918, -97.754962)",RETAIL CENTER,106570_001,20.86,,10/01/2015 12:00:00 AM
319231,"915 E ST ELMO RD
AUSTIN, TX 78745
(30.214302, -97.755981)",AUTOMOTIVE SERVICE,319231_001,15.96,,10/01/2015 12:00:00 AM
360049,"5770 N MOPAC EXPY
AUSTIN, TX 78757
(30.339197, -97.755906)",RETAIL CENTER,360049_Campus,68.45,,10/01/2015 12:00:00 AM
437618,"1501 S MOPAC EXPY
AUSTIN, TX 78746
(30.261774, -97.790218)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),437618_001,58.41,75,10/01/2015 12:00:00 AM
291806,"4117 COMMERCIAL CENTER DR
AUSTIN, TX 78744
(30.210379, -97.74149)",INDUSTRIAL,291806_001,9.54,,10/01/2015 12:00:00 AM
197028,"406 E 11 ST
AUSTIN, TX 78701
(30.271547, -97.736828)",OFFICE MED 10-35,197028_001,12.03,75,10/01/2015 12:00:00 AM
245680,"7951 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.362934, -97.740038)",BANKING,245680_001,21.96,,10/01/2015 12:00:00 AM
230767,"8063 EXCHANGE DR
AUSTIN, TX 78754
(30.330237, -97.666845)",RETAIL CENTER,230767_001,5.76,,10/01/2015 12:00:00 AM
222574,"2300 WHELESS LA
AUSTIN, TX 78723
(30.310856, -97.684352)",INDUSTRIAL,222574_001,1.55,,10/01/2015 12:00:00 AM
246643,"9414 N LAMAR BLVD
Austin, TX 78753
(30.364881, -97.695995)",STORE\GROCERY (W/sqft &gt; 5),246643_001,53.93,16,10/01/2015 12:00:00 AM
243375,"601 MIDDLE LA
AUSTIN, TX 78753
(30.357355, -97.690502)",MOTEL\HOTEL (W/sqft &gt; 3),243375_001,14.49,,10/01/2015 12:00:00 AM
192776,"203 COLORADO ST
AUSTIN, TX 78701
(30.264912, -97.745443)",OFFICE LG &gt; 35000,192776_Campus,15.86,,10/01/2015 12:00:00 AM
548243,"11000 N MOPAC EXPY
AUSTIN, TX 78759
(30.399459, -97.731618)",INDUSTRIAL,548243_Campus,20.75,,10/01/2015 12:00:00 AM
238501,"1618 FUTURE DR
AUSTIN, TX 78754
(30.343836, -97.675011)",WAREHOUSE,238501_001,1.90,,10/01/2015 12:00:00 AM
188631,"507 S 1 ST
AUSTIN, TX 78704
(30.258168, -97.750206)",MOTEL\HOTEL (W/sqft &gt; 3),188631_001,11.59,39,10/01/2015 12:00:00 AM
251538,"9709 GRAY BLVD
AUSTIN, TX 78758
(30.376462, -97.714083)",AUTOMOTIVE SERVICE,251538_Campus,8.64,,10/01/2015 12:00:00 AM
777264,"7600 METROPOLIS DR
AUSTIN, TX 78744
(30.20692, -97.696452)",INDUSTRIAL,777264_004,11.08,,10/01/2015 12:00:00 AM
315599,"405 E BEN WHITE BLVD
Austin, TX 78704
(30.219981, -97.759109)",WAREHOUSE,315599_Campus,0.92,,10/01/2015 12:00:00 AM
548012,"11500 METRIC BLVD
AUSTIN, TX 78758
(30.394175, -97.707194)",INDUSTRIAL,548012_001,19.82,,10/01/2015 12:00:00 AM
249936,"8809 BURNET RD
AUSTIN, TX 78757
(30.370738, -97.727041)",STORE\GROCERY,249936_Campus,17.68,,10/01/2015 12:00:00 AM
704187,"7950 RESEARCH BLVD
AUSTIN, TX 78758
(30.350108, -97.714156)",RETAIL CENTER,704187_001,9.30,,10/01/2015 12:00:00 AM
287383,"520 WOODWARD ST
AUSTIN, TX 78704
(30.226496, -97.753614)",DORMITORY\RETIREMENT FACILITY,287383_MH,2.26,,10/01/2015 12:00:00 AM
459981,"8201 TUSCANY WAY
AUSTIN, TX 78724
(30.327357, -97.659306)",AUTOMOTIVE SERVICE,459981_Campus,16.12,,10/01/2015 12:00:00 AM
244086,"3025 W ANDERSON LA
AUSTIN, TX 78757
(30.360308, -97.739509)",RETAIL CENTER,244086_002,9.44,,10/01/2015 12:00:00 AM
508012,"9400 Freight Lane
Austin, TX 78719
(30.213588, -97.669473)",INDUSTRIAL,508012_001,6.86,,10/01/2015 12:00:00 AM
188627,"505 BARTON SPRINGS RD
AUSTIN, TX 79704
(30.258375, -97.749695)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),188627_001,15.04,94.5,10/01/2015 12:00:00 AM
R070708,"12835 POND SPRINGS RD
AUSTIN, TX 78729
(30.435611, -97.770333)",WAREHOUSE,R070708_004,1.31,,10/01/2015 12:00:00 AM
260128,"2205 W BRAKER LA
AUSTIN, TX 78758
(30.3928, -97.711701)",INDUSTRIAL,260128_Campus,11.97,,10/01/2015 12:00:00 AM
199700,"1601 RIO GRANDE ST
AUSTIN, TX 78701
(30.280237, -97.745696)",OFFICE LG &gt; 35000,199700_001,19.79,55,10/01/2015 12:00:00 AM
291808,"4007 COMMERCIAL CENTER DR
AUSTIN, TX 78744
(30.211846, -97.740575)",INDUSTRIAL (W/sqft &gt; 3),291808_001,8.43,,10/01/2015 12:00:00 AM
242406,"8007 BURNET RD
AUSTIN, TX 78757
(30.358685, -97.73017)",DORMITORY\RETIREMENT FACILITY,242406_001,14.34,100,10/01/2015 12:00:00 AM
310847,"300 WOODWARD ST
AUSTIN, TX 78704
(30.227778, -97.756218)",EDUCATIONAL FACILITY,310847_PP,16.08,,10/01/2015 12:00:00 AM
547990,"10801 N MOPAC EXPY
AUSTIN, TX 78759
(30.396831, -97.731614)",OFFICE LG &gt; 35000,547990_002,18.97,,10/01/2015 12:00:00 AM
188571,"4711 E 5 ST
AUSTIN, TX 78702
(30.253614, -97.70244)",WAREHOUSE,188571_001,16.95,,10/01/2015 12:00:00 AM
362392,"9705 RESEARCH BLVD
AUSTIN, TX 78759
(30.390394, -97.744648)",RETAIL CENTER,362392_001,18.49,,10/01/2015 12:00:00 AM
316667,"4500 S CONGRESS AVE
AUSTIN, TX 78745
(30.21647, -97.768018)",MINI WAREHOUSE,316667_Campus,1.53,,10/01/2015 12:00:00 AM
119484,"1510 W 34 ST
AUSTIN, TX 78703
(30.305104, -97.749499)",OFFICE MED 10-35,119484_001,11.53,,10/01/2015 12:00:00 AM
154612,"9853 GREAT HILLS TRL
AUSTIN, TX 78759
(30.39411, -97.747904)",RETAIL CENTER,154612_001,23.69,,10/01/2015 12:00:00 AM
"546660, 546662","1030 NORWOOD PARK BLVD
AUSTIN, TX 78753
(30.338618, -97.692566)",OTHER,546662_001,23.60,,10/01/2015 12:00:00 AM
442652,"8700 CAMERON RD
AUSTIN, TX 78754
(30.344479, -97.678082)",INDUSTRIAL (W/sqft &gt; 3),442652_Campus,26.46,,10/01/2015 12:00:00 AM
128354,"6101 BALCONES DR
AUSTIN, TX 78731
(30.343426, -97.75325)",OFFICE MED 10-35,128354_Campus,11.89,,10/01/2015 12:00:00 AM
473025,"300 E 11TH ST
AUSTIN, TX 78701
(30.27201, -97.738466)",MOTEL\HOTEL,473025_001,9.76,43.5,10/01/2015 12:00:00 AM
195916,"1161 ANGELINA
AUSTIN, TX 78702
(30.269827, -97.724501)",CITY OF AUSTIN,195916_001,11.20,,10/01/2015 12:00:00 AM
235937,"2409 TWIN OAKS DR
AUSTIN, TX 78757
(30.342242, -97.739603)",MINI WAREHOUSE,235937_001,3.87,,10/01/2015 12:00:00 AM
251483,"9315 MCNEIL RD
AUSTIN, TX 78758
(30.375644, -97.725485)",AUTOMOTIVE SERVICE,251483_002,14.67,,10/01/2015 12:00:00 AM
287383,"520 WOODWARD ST
AUSTIN, TX 78704
(30.226496, -97.753614)",DORMITORY\RETIREMENT FACILITY,287383_APT11,2.26,,10/01/2015 12:00:00 AM
192838,"201 E 2nd Street
Austin, TX 78701
(30.2638, -97.742342)",CITY OF AUSTIN,192838_001,1.81,,10/01/2015 12:00:00 AM
255070,"10500 METROPOLITAN DR
AUSTIN, TX 78758
(30.385677, -97.716932)",WAREHOUSE,255070_Campus,7.60,,10/01/2015 12:00:00 AM
291784,"2229 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.215598, -97.740732)",MINI WAREHOUSE,291784_Campus,1.38,,10/01/2015 12:00:00 AM
R491654,"6512 MCNEIL DR
AUSTIN, TX 78729
(30.439355, -97.754161)",WAREHOUSE,R491654_Campus,1.25,,10/01/2015 12:00:00 AM
310469,"3940 S LAMAR BLVD
AUSTIN, TX 78704
(30.236722, -97.792161)",RETAIL CENTER,310469_Campus,39.24,,10/01/2015 12:00:00 AM
238534,"1708 ALDRIDGE DR
AUSTIN, TX 78754
(30.347209, -97.67227)",INDUSTRIAL,238534_005,5.38,,10/01/2015 12:00:00 AM
509199,"2101 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.230349, -97.790018)",RETAIL CENTER,509199_Campus,15.22,,10/01/2015 12:00:00 AM
256608,"11006 METRIC BLVD
AUSTIN, TX 78758
(30.389397, -97.710086)",INDUSTRIAL,256608_001,12.92,69,10/01/2015 12:00:00 AM
547998,"2526 KRAMER LA
AUSTIN, TX 78758
(30.393862, -97.717485)",WAREHOUSE,547998_E,9.08,100,10/01/2015 12:00:00 AM
256580,"2211 DENTON DR
AUSTIN, TX 78758
(30.386701, -97.715852)",WAREHOUSE,256580_001,8.83,99,10/01/2015 12:00:00 AM
228975,"604 E HIGHLAND MALL BLVD
AUSTIN, TX 78752
(30.327085, -97.709893)",MOTEL\HOTEL (W/sqft &gt; 3),228975_Campus,11.00,,10/01/2015 12:00:00 AM
235487,"8508 CROSS PARK DR
AUSTIN, TX 78754
(30.340573, -97.676864)",INDUSTRIAL (W/sqft &gt; 3),235487_001,2.43,,10/01/2015 12:00:00 AM
255507,"901 W BRAKER LA
AUSTIN, TX 78758
(30.382924, -97.688878)",STORE\GROCERY,255507_Campus,15.62,,10/01/2015 12:00:00 AM
251441,"8611 N MOPAC EXPY
AUSTIN, TX 78749
(30.373324, -97.740112)",STORE\GROCERY (W/sqft &gt; 5),251441_001,10.25,,10/01/2015 12:00:00 AM
307141,"2515 Congress Avenue S
Austin, TX 78704
(30.236964, -97.755122)",OFFICE LG &gt; 35000 (W/sqft &gt; 5),307141_001,31.58,,10/01/2015 12:00:00 AM
312549,"3615 WILLOW SPRINGS RD
AUSTIN, TX 78704
(30.225574, -97.757967)",WAREHOUSE,312549_001,6.18,77,10/01/2015 12:00:00 AM
445969,"7901 E RIVERSIDE DR
AUSTIN, TX 78744
(30.216253, -97.689332)",INDUSTRIAL (W/sqft &gt; 3),445969_002,11.97,,10/01/2015 12:00:00 AM
285481,"2015 E RIVERSIDE DR
AUSTIN, TX 78741
(30.240476, -97.727325)",RETAIL CENTER,285481_003,15.62,,10/01/2015 12:00:00 AM
445922,"7615 METRO CENTER DR
AUSTIN, TX 78744
(30.215914, -97.691964)",INDUSTRIAL,445922_002,0.48,,10/01/2015 12:00:00 AM
295771,"8002 BURLESON RD
AUSTIN, TX 78744
(30.186575, -97.692348)",WAREHOUSE,295771_001,6.49,,10/01/2015 12:00:00 AM
783902,"3714 BLUESTEIN DR
AUSTIN, TX 78721
(30.274418, -97.671696)",INDUSTRIAL,783902_001_002,4.86,,10/01/2015 12:00:00 AM
767635,"11701 N MOPAC EXPY
AUSTIN, TX 78758
(30.406777, -97.72096)",RETAIL CENTER,767635_Z,9.95,,10/01/2015 12:00:00 AM
107727,"1016 WALSH TARLTON LA
AUSTIN, TX 78746
(30.273802, -97.800979)",RETAIL CENTER,107727_002,19.62,,10/01/2015 12:00:00 AM
133196,"6836 AUSTIN CENTER BLVD
AUSTIN, TX 78731
(30.351506, -97.751401)",OFFICE LG &gt; 35000,133196_002,18.85,59,10/01/2015 12:00:00 AM
194370,"700 CONGRESS AVE
AUSTIN, TX 78701
(30.269187, -97.742408)",OFFICE MED 10-35,194370_Campus,47.82,,10/01/2015 12:00:00 AM
195979,"3601 WEBBERVILLE RD
AUSTIN, TX 78702
(30.272182, -97.705029)",EDUCATIONAL FACILITY,195979_Campus,12.92,80.5,10/01/2015 12:00:00 AM
291829,"3733 DROSSETT DR
AUSTIN, TX 78744
(30.211495, -97.731063)",INDUSTRIAL,291829_001,2.44,,10/01/2015 12:00:00 AM
