Building ID,MapLot,Year Added,2016 Report Received,Report Type,Buildings Included,Assessor Address,Address Point GIS,Property Type,Primary Property Type - Self Selected,Year Built,Property GFA - Self Reported (ft2),Grantee,Co_grantee,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2),Water Use (All Water Sources) (kgal),Indoor Water Intensity (All Water Sources) (gal/ft2)
134-17,153-71,2015,Yes,Parent,"134-17, 161-1",17 Forest Street,"19-A Forest St
Cambridge, MA
(42.38523437600003, -71.11648416499997)",Residential,Multifamily Housing,1924,51965,Forest Street Associates Limited,Partnership,100,360720,1230776.6,9180.99981,918100,,,,,,,,,,2148876.6,2127952.4,41.4,40.9,4828643.7,4764018.8,92.9,91.7,167.8,3.2,4093.3,78.77
356-38,165-24,2016,No,Single,,980 Memorial Dr,"980 Memorial Dr
Cambridge, MA
(42.37207111500004, -71.12498907099996)",Nonresidential,,,,Society Of St John The Evangelist, ,,,,,,,,,,,,,,,,,,,,,,,,,,
245-35,257-47,2015,Yes,Child,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",676-694 Huron Ave,"40 Fresh Pond Pl
Cambridge, MA
(42.38028438600003, -71.15351940899995)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
161-1,154-91,2015,Yes,Child,"134-17, 161-1",16 Forest Street,"18 Forest St
Cambridge, MA
(42.38522183200007, -71.11715202299996)",Residential,Multifamily Housing,1924,51965,Forest Street Associates Limited,Partnership,100,360720,1230776.6,9180.99981,918100,,,,,,,,,,2148876.6,2127952.4,41.4,40.9,4828643.7,4764018.8,92.9,91.7,167.8,3.2,4093.3,78.77
557-19,41-29,2015,Yes,Single,,1 Kendall Sq-2,"400 One Kendall Square Complex
Cambridge, MA
(42.36679362800004, -71.10600609899996)",Nonresidential,Office,1988,25932,"Rb Kendall Fee, LLC","C/O Dwf Iv One Kendall, LLC",46,590969.4,2016387.7,,,,,,,,,,,,2016387.7,1991827.5,77.8,76.8,6331457.5,6254338.5,244.2,241.2,195.1,7.5,4017.1,154.91
206-8,213-2A,2015,Yes,Child,"206-12, 206-14, 206-18, 206-8, 206-17, 206-6 ",52-70 Linnaean St,"100 Walker St
Cambridge, MA
(42.38122743100007, -71.12316538899995)",Residential,Residence Hall/Dormitory,1901,172773,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,675247.9,2303946.1,136150.986,13615098.6,,4140,,,,,,,,15923184.699999999,,92.2,,21534425.600000001,,124.6,,946.4,5.5,2816.4,
184-6,208-15,2015,Yes,Child,"184-1, 184-2, 184-3, 184-8, 184-4, 184-5, 184-6, 184-7, 188-2, 188-1",4-46 Fernald Drive,"24 Fernald Dr
Cambridge, MA
(42.38311338200003, -71.12608117599996)",Residential,Multifamily Housing,1949,202814,President & Fellows Of Harvard College,C/O Harvard Resl Estate Inc,97,639458.7,2181833.5,79404.3948996,7940439.5,,,,,,,,,,10122273,10092072.4,49.9,49.8,15188418.6,15134505.4,74.9,74.6,632.8,3.1,4905.2,24.19
67-3,195-143,2015,Yes,Parent,"67-3, 67-14, 67-9, 67-13",170 Middlesex St,"170 Rindge Ave
Cambridge, MA
(42.39338173400006, -71.13162212399999)",Nonresidential,Worship Facility,1925,24135,Vineyard Christian Fellowship Of,Cambridge,59,72861.9,248604.9,14954.47924,1495447.9,,,,,,,,,,1744052.8,1686611.9,54.6,52.8,2350839.8,2288712.8,73.6,71.7,103.5,5,563.9,
318-28,159-1,2015,Yes,Single,,1341 Massachusetts Ave,"12 Harvard Yard
Cambridge, MA
(42.374609355000075, -71.11866676599993)",Nonresidential,Office,1726,13206,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",91,54710.2,186671.3,,,,,,,,,138348,416147.1,,741166.4,724750.9,56.1,54.9,1225138,1206953.6,92.8,91.4,53,4,47.5,
318-6,159-1,2015,Yes,Single,,1341 Massachusetts Ave,"25 Harvard Yard
Cambridge, MA
(42.374618517000044, -71.11866508299994)",Residential,Residence Hall/Dormitory,1812,28272,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",89,86423.1,294875.6,1733.966781,173396.7,,,,,,,,1345000,,1813272.4,1809850,64.1,64,2726066.3,2721949.1,96.4,96.3,127,4.5,478.2,
624-5,106-122,2015,Yes,Single,,237 Franklin St,"237 Franklin St
Cambridge, MA
(42.36403476000004, -71.10431483399998)",Residential,Multifamily Housing,1976,125276,Cambridge Housing Authority,,1,3173376.5,10827562,,,,,,,,,,,,10827562,10688593.3,86.4,85.3,33998544.8,33562183.1,271.4,267.9,1047.5,8.4,7109.5,56.75
356-28,166-80,2015,Yes,Single,,130 Mt Auburn St,"130 Mt Auburn St
Cambridge, MA
(42.37360832300004, -71.12364531299994)",Residential,Multifamily Housing,1985,69258,G & G Realty,Trustees of Condominium Assn.,30,880596.9,3004596.9,10756.9998239,1075700,,,,,,,,,,4080296.9,4014918.5,58.9,58,10563919.3,10495272,152.5,151.5,347.8,5,1548,
349-20,136-37,2015,Yes,Single,,11 Ware Street,"9 Ware St
Cambridge, MA
(42.37255481200003, -71.11312160699998)",Residential,Multifamily Housing,1929,84522,President & Fellows Of Harvard College,C/O Harvard Real Estate Inc.,88,256830.8,876306.9,43416.3606194,4341636.1,,,,,,,,,,5217943,5199948,61.7,61.5,7310321.5,7276871.5,86.5,86.1,315.4,3.7,2231.7,26.4
433-12,134-56,2015,Yes,Single,,1105 Massachusetts Ave,"1105 Massachusetts Ave
Cambridge, MA
(42.37069345500004, -71.11368106299994)",Residential,Multifamily Housing,1974,122297,"1105B, LLC",Management Office,7,1717591.8,5860423.8,42989.99992,4299000,,,,,,,,,,10159423.8,10032258.5,83.1,82,22915680.7,22585001.1,187.4,184.7,795.3,6.5,4302.1,35.18
668-26,52A-21,2015,Yes,Single,,33 Massachusetts Ave,"60 Vassar St
Cambridge, MA
(42.36186893300004, -71.09133671599994)",Nonresidential,College/University,1957,133545,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,2404001.8,8202455.2,,,,,,,,,4800910.7,13456378.4,,26459744.2,,198.1,,46745196.2,,350,,1940,14.5,1165.5,
245-25,257-42,2015,Yes,Single,,680 Huron Avenue,"680 Huron Avenue
Cambridge, MA
(42.38036857900005, -71.15303718199993)",Municipal,Other - Recreation,2008,31586,City Of Cambridge,,,529976.7,1808280.8,1610.12917689,161012.9,,,,,27600,,,,11995.6,2010222.7,2006069.4,63.6,63.5,5887994.2,5881670.6,186.4,186.2,183.5,5.8,,
559-4,17-74,2015,Yes,Single,,78 Charles St,"58 Charles St
Cambridge, MA
(42.36745210500004, -71.07964398199994)",Nonresidential,Office,1918,61114,BMR-58 Charles Street LLC,c/o Biomed Realty Trust,98,366159.9,1249337.9,17586.999706,1758700,,,,,,,,,,3008037.9,2923209.6,49.2,47.8,5769556,5637130.9,94.4,92.2,214.3,3.5,435.5,7.13
245-36,257-47,2015,Yes,Child,"245-11, 245-16, 245-2, 245-26, 245-27, 245-28, 245-29, 245-3, 245-30, 245-31, 245-32, 245-33, 245-34, 245-35, 245-36, 245-37, 245-38, 245-39, 245-4, 245-40, 245-41, 245-42, 245-43, 245-44, 245-45, 245-46, 245-47, 245-48, 245-5, 245-50, 245-51, 245-52, 245-53, 245-54, 245-55, 245-56, 245-57, 245-58, 245-59, 245-6, 245-60, 245-61, 245-62, 245-63, 245-64, 245-65, 245-66, 245-8, 245-9",676-694 Huron Ave,"39 Fresh Pond Pl
Cambridge, MA
(42.379983924000044, -71.15310524099993)",Residential,Multifamily Housing,1979,57875,"Gamble, Lincoln Bradley",Trustees of Condominium Assn.,100,87532,298659.4,4420.745982,442074.6,,,,,,,,,,740734,739664.1,12.8,12.8,1401968.7,1400392.5,24.2,24.2,52.4,0.9,87.5,
266-5,157-69,2015,Yes,Single,,1525-1587 Massachusetts Ave,"17 Oxford St
Cambridge, MA
(42.377791794000075, -71.11628496399999)",Nonresidential,College/University,1915,20624,President & Fellows Of Harvard College,"C/O Harvard Real Estate, Inc.",,1476653.1,5038340.9,,,,,,,,,3066130.3,2491400.1,,10595871.3,10514795.3,513.8,509.8,21883777.5,21797904.6,1061.1,1056.9,814.4,39.5,38,
411-14,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
370-13,84-101,2016,No,Single,,299-305 Prospect St,"305 Prospect St
Cambridge, MA
(42.37292894800004, -71.09850697999997)",Nonresidential,,,,"Ko, Nai Nan & Julia Koang Shih Ko,",Trs. Of K & K Realty Trust,,,,,,,,,,,,,,,,,,,,,,,,,,
567-6,76-96,2015,Yes,Single,,225 Windsor Street,"225 Windsor Street
Cambridge, MA
(42.36590736800008, -71.09589412599996)",Municipal,K-12 School,1982,83221,City Of Cambridge,,62,407249,1389533.7,1192.60736,119260.7,,4348655.6,,,,,,,,5857450.1,5799815.5,70.4,69.7,8880501.8,8821195.2,106.7,106,463.5,5.6,,
417-31,39-173,2016,Yes,Single,,1 Kendall Sq-3,"1500 One Kendall Square Complex
Cambridge, MA
(42.36679362800004, -71.10600609899996)",Nonresidential,Pre-school/Daycare,1988,24733,"Dwf Iv One Kendall Garage, Llc",C/O Nxs#300372-F40Nek,,,,,,,,,,,,,,,,,,,,,,,,,,
605-1,90-133,2016,No,Single,,583 Massachusetts Ave,"579 Massachusetts Ave
Cambridge, MA
(42.36488443400003, -71.10277516399998)",Nonresidential,,,,"3Mj Mass Ave Llc,", ,,,,,,,,,,,,,,,,,,,,,,,,,,
644-5,92-89,2015,Yes,Single,,428 Massachusetts Ave,"438 Massachusetts Ave
Cambridge, MA
(42.36359740800003, -71.10070676399994)",Residential,Multifamily Housing,1900,35642,Massachusetts Avenue LLC,C/O MIT Investment Management Comp,,485340.5,1655981.9,16523.99908,1652399.9,,,,,,,,,,3308381.9,3308381.9,92.8,92.8,6934803.2,6934803.2,194.6,194.6,248,7,1066.6,
520-1,88-11,2015,Yes,Single,,243 Harvard Street,"243 Harvard Street
Cambridge, MA
(42.368055852000055, -71.10104084999995)",Municipal,Other - Recreation,1993,19405,City Of Cambridge,,,178939.3,610541,16347.394736,1634739.5,,,,,,,,,,2245280.5,2221322.8,115.7,114.5,3633575.3,3593131.8,187.2,185.2,145.9,7.5,,
411-10,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
597-3,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",108 Harvard St,"180 Windsor St
Cambridge, MA
(42.36557676100006, -71.09593697799994)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
597-15,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",108 Harvard St,"111 Washington St
Cambridge, MA
(42.364909053000076, -71.09639322399994)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
665-1,92-124,2015,Yes,Single,,88 Auburn Park,"66 Brookline St
Cambridge, MA
(42.362468283000055, -71.10278681899996)",Residential,Multifamily Housing,2000,6652,Massachusetts Institute Of Technology,C/O Mit Investment Management Comp.,,,,3703.29737,370329.7,,,,,,,,,,370329.7,369519.7,55.7,55.6,388846.2,387995.7,58.5,58.3,19.7,3,369.5,55.55
392-24,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
411-21,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
597-1,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",108 Harvard St,"160 Harvard St
Cambridge, MA
(42.365463705000025, -71.09415254599998)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
392-9,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
551-3,90-95,2015,Yes,Single,,222 Harvard St,"135 Norfolk St
Cambridge, MA
(42.36682631200006, -71.10023276799996)",Nonresidential,Worship Facility,1890,29571,Roman Catholic Archbishop Of Boston,Corporation Sole,,56115.7,191466.9,11167.6442313,1116764.4,,,,,,,,,,1308231.3,1251941.6,44.2,42.3,1773808.8,1713072.4,60,57.9,77.8,2.6,,
644-7,92-57,2015,Yes,Single,,378 Massachusetts Avenue,"378 Massachusetts Avenue
Cambridge, MA
(42.36314429300006, -71.09994524799998)",Municipal,Fire Station,1893,19080,City Of Cambridge,,,72710.3,248087.7,10702.988449,1070298.8,,,,,,,,,,1318386.6,1277509.5,69.1,67,1902809.2,1851082.9,99.7,97,80.8,4.2,13489.1,
597-9,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",108 Harvard St,"151 Washington St
Cambridge, MA
(42.364937876000056, -71.09653657699994)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
665-15,92-130,2015,Yes,Single,,80 Auburn Park,"117 Pacific St
Cambridge, MA
(42.36067394500003, -71.10293891699996)",Residential,Multifamily Housing,1990,3449,Massachusetts Institute Of Technology,C/O Mit Investment Management Comp.,,16416,56011.4,2170.414354,217041.4,,,,,,,,,,273052.8,271333.2,79.2,78.7,403769.3,401963.6,117.1,116.5,16.9,4.9,181.5,52.62
605-4,90-133,2016,No,Single,,583 Massachusetts Ave,"579 Massachusetts Ave
Cambridge, MA
(42.36488443400003, -71.10277516399998)",Nonresidential,,,,"3Mj Mass Ave Llc,", ,,,,,,,,,,,,,,,,,,,,,,,,,,
665-12,92-130,2015,Yes,Single,,80 Auburn Park,"42 Pilgrim St
Cambridge, MA
(42.361454329000026, -71.10291694799997)",Residential,Multifamily Housing,1990,5750,Massachusetts Institute Of Technology,C/O Mit Investment Management Comp.,,29996,102346.4,3618.406066,361840.6,,,,,,,,,,464187,461320,80.7,80.2,701300.2,698289.9,122,121.4,29.1,5.1,302.6,52.62
665-8,92-130,2015,Yes,Single,,80 Auburn Park,"45 Pilgrim St
Cambridge, MA
(42.36149673600005, -71.10287179199997)",Residential,Multifamily Housing,1990,9118,Massachusetts Institute Of Technology,C/O Mit Investment Management Comp.,,28808.2,98293.6,5868.566161,586856.6,,,,,,,,,,685150.2,676397.4,75.1,74.2,924841.3,915650.9,101.4,100.4,40.7,4.5,440.9,48.36
542-5,90-183,2015,Yes,Single,,55 Essex St,"55 Essex St
Cambridge, MA
(42.36741830500006, -71.10121684599994)",Residential,Multifamily Housing,1963,50038,Cambridge Housing Authority,,3,498279.9,1700131.3,53092.99301,5309299.3,,,,,,,,,,7009430.6,6990398.1,140.1,139.7,10913176.6,10893192.4,218.1,217.7,446.5,8.9,2512.7,46.58
354-1,81-95,2015,Yes,Parent,"354-1, 354-6, 354-5, 354-4, 354-3, 354-2, 354-7",903 Cambridge St,"301 Evereteze Way
Cambridge, MA
(42.37279840800005, -71.09251613599997)",Residential,Multifamily Housing,1950,226410,Cambridge Housing Authority,,36,1154511.9,3939195,199397.00716,19939700.7,,,,,,,,,,23878895.7,23841907.7,105.5,105.3,33305757.9,33266920.5,147.1,146.9,1440.2,6.4,16600,70.77
551-1,90-95,2015,Yes,Single,,222 Harvard St,"50 Essex St
Cambridge, MA
(42.36767006000008, -71.10095459999997)",Nonresidential,K-12 School,1950,25840,Roman Catholic Archbishop Of Boston,Corporation Sole,99,101419.2,346042.3,,,,,,,,,,,,346042.3,346042.3,13.4,13.4,1086572.9,1086572.9,42.1,42.1,33.5,1.3,342.2,13.24
392-22,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
665-3,92-124,2015,Yes,Single,,88 Auburn Park,"1 Brookline Pl
Cambridge, MA
(42.36093854400008, -71.10325338699994)",Residential,Multifamily Housing,2000,34000,Massachusetts Institute Of Technology,C/O Mit Investment Management Comp.,78,243252,829975.8,12764.87567,1276487.6,,,,,,,,,,2106463.4,2103720.2,62,61.9,3946436,3943555.6,116.1,116,148.1,4.4,1365.2,40.15
411-6,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
354-7,81-95,2015,Yes,Child,"354-1, 354-6, 354-5, 354-4, 354-3, 354-2, 354-7",903 Cambridge St,"300 Evereteze Way
Cambridge, MA
(42.37278092500003, -71.09244503899998)",Residential,Multifamily Housing,1950,226410,Cambridge Housing Authority,,36,1154511.9,3939195,199397.00716,19939700.7,,,,,,,,,,23878895.7,23841907.7,105.5,105.3,33305757.9,33266920.5,147.1,146.9,1440.2,6.4,16600,70.77
597-6,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",108 Harvard St,"120 Harvard St
Cambridge, MA
(42.36530286100003, -71.09375160199994)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
665-2,92-124,2015,Yes,Single,,88 Auburn Park,"68-101 Brookline St
Cambridge, MA
(42.36233985600006, -71.10289472699998)",Residential,Multifamily Housing,2000,6440,Massachusetts Institute Of Technology,C/O Mit Investment Management Comp.,,36764,125438.8,3585.27269,358527.3,,,,,,,,,,483966,483181.8,75.2,75,770331.4,769507.9,119.6,119.5,31.2,4.8,261.4,40.59
597-10,73-124,2015,Yes,Child,"597-13, 597-12, 597-11, 567-10, 597-9, 597-8, 597-7, 597-6, 597-5, 597-4, 597-3, 597-2, 597-17, 597-16, 597-15, 597-14, 597-1",108 Harvard St,"141 Washington St
Cambridge, MA
(42.364930670000035, -71.09650073899996)",Residential,Multifamily Housing,1942,200075,Cambridge Housing Authority,,35,1124281.9,3836050.3,173814.0176,17381401.8,,,,,,,,,102033,21565588.6,21520328.9,107.8,107.6,30643806.3,30596695,153.2,152.9,1328,6.6,13424.5,64.94
668-54,52A-21,2015,Yes,Single,,33 Massachusetts Ave,"21 Ames St
Cambridge, MA
(42.36053380000004, -71.08799408899995)",Nonresidential,College/University,1964,129397,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,2573815.6,8781859.8,76.000008,7600,,,,,,,5883325.5,13608017.6,,28280803,,218.6,,49837349.8,,385.2,,2063.6,15.9,1113.8,
354-6,81-95,2015,Yes,Child,"354-1, 354-6, 354-5, 354-4, 354-3, 354-2, 354-7",903 Cambridge St,"301 Evereteze Way
Cambridge, MA
(42.37279840800005, -71.09251613599997)",Residential,Multifamily Housing,1950,226410,Cambridge Housing Authority,,36,1154511.9,3939195,199397.00716,19939700.7,,,,,,,,,,23878895.7,23841907.7,105.5,105.3,33305757.9,33266920.5,147.1,146.9,1440.2,6.4,16600,70.77
351-1,81-103,2015,Yes,Single,,1035 Cambridge St,"1035 Cambridge St
Cambridge, MA
(42.372926617000076, -71.09438681799998)",Residential,Office,1989,102807,432 Columbia St Condo Trust,C/O Lincoln Property Company,90,1130552.8,3857446.8,13743.9987503,1374399.9,,,,,,,,,,5231846.6,5069194.9,50.9,49.3,13555502.7,13223818.9,131.9,128.6,446.2,4.3,36689.7,310.21
411-27,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
411-24,80-165,2015,Yes,Child,"411-9, 392-23, 392-22, 392-21, 392-20, 392-19, 392-8, 411-8, 392-17, 411-7, 392-16, 411-6, 411-5, 398-13, 411-4, 411-3, 411-29, 411-28, 411-27, 411-26, 411-25, 411-24, 411-23, 411-22, 411-21, 411-20, 411-19, 411-18, 411-14, 411-13, 411-11, 411-10, 411-1, 392-9, 392-8, 392-4",427 Windsor Street,"1 Citizens Pl
Cambridge, MA
(42.37163637100008, -71.09506166199998)",Residential,Multifamily Housing,2014,51344,"Harwell Homes, Inc.",C/O Meredith Ma Corp,62,250558.7,854906.4,38365.997810000001,3836599.8,,,,,,,,,,4691506.2,4611172,91.4,89.8,6712835.9000000004,6598501,130.69999999999999,128.5,286.5,5.6,2454.4,
