Portfolio Manager ID,Property Name,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ft²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ft2),Source EUI (kBtu/ft2),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes,geom
3959332,Kenneth Bushnell,19144,Manufacturing/Industrial Plant,60000,1900,1,884245510,479188.1,Not Available,Not Available,Not Available,Not Available,8,25.1,Not Available,60.7,Our Building is Solar Powered and virtually net metered.,"519 E. Chelten Ave
Philadelphia, Pennsylvania
(40.042132475000074, -75.16827245299999)"
3800039,63636-Philadelphia / Penns Landing,19123,Non-Refrigerated Warehouse,59000,2000,1,884019025,140717.7,Not Available,Not Available,Not Available,100,2.4,7.5,55,17.8,,"456 N Columbus Ave used to be Deleware
Philadelphia, Pennsylvania
(39.95776664400006, -75.13831005199995)"
3330840,Sharswood,19148,K-12 School,73000,1906,1,781432200,741437.5,4619406.2,Not Available,Not Available,53,73.4,98.3,432.7,339.1,,"2300 S 2ND ST
Philadelphia, Pennsylvania
(39.985407946000066, -75.13619523199998)"
3364475,Eastwick Center/PA/Site #F166,191533111,Office,446812,1990,1,883082000,39639285.3,Not Available,Not Available,Not Available,42,88.7,278.6,7145.8,5019.8,,"8800 TINICUM BLVD
Philadelphia, Pennsylvania
(39.88670378100005, -75.24669264199997)"
4092245,Superfresh Store 2726,19148,Supermarket/Grocery Store,61506,1999,1,882055190,10506609.1,4542000.1,Not Available,Not Available,66,244.7,613.9,598.4,1571.6,,"1601 South Christopher Columbus B
Philadelphia, Pennsylvania
(39.92726993200006, -75.14473536599996)"
3958205,PEI-Genesis,19116,Other,20000,1987,2,883095110,312176.2,236140.7,Not Available,Not Available,Not Available,27.4,61.4,104.4,52,,"2180 Hornig Road
Philadelphia, Pennsylvania
(40.11242183400003, -74.99110376199997)"
3882112,Defense Center 2820A S 20TH ST Unit #12,19145,Office,196375,1941,1,884095052,11726829,2940135.2,Not Available,Not Available,70,74.7,203.2,4909.6,1641.1,,"2820A S 20TH ST Unit #12
Philadelphia, Pennsylvania
(39.91640522900008, -75.18128704899993)"
3408212,Fire Administration Building,19123,Office,50601,1975,1,781398000,5433268.8,Not Available,1478163.5,Not Available,15,136.6,366.7,1564.9,797.8,,"276 Spring Garden Street
Philadelphia, Pennsylvania
(39.960807561000024, -75.14312705999998)"
3884965,Headhouse Retail,19107,Other,107000,1990,2,883705100,17606885.6,Not Available,Not Available,21441475.9,Not Available,364.9,757.8,123.8,4128.1,,"1131 Market Street
Philadelphia, Pennsylvania
(39.951835294000034, -75.15879791199995)"
3962235,ware house rs,19120,Not Available,Not Available,1950,1,884116450,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,,"5695 rising sun ave
Philadelphia, Pennsylvania
(40.040201902000035, -75.10836513999999)"
3956315,Salus University,19141,Office,70000,1976,1,776553600,4689111.6,25621,Not Available,Not Available,67,67.4,210.7,263.3,595.2,PECO headquarters building contains operations that are 24/7 as well as key facility for storm response.  Currently in LEED Performance Period seeking LEED EBOM certification.,"1200 W. Godfrey Avenue
Philadelphia, Pennsylvania
(40.04701354100007, -75.13911396199995)"
3577830,3240 S. 78TH STREET,19153,Other,21512,1980,1,884166000,1066088.3,5262613.8,Not Available,Not Available,Not Available,294.2,412.5,149.2,414.3,,"3240 S. 78TH STREET
Philadelphia, Pennsylvania
(39.89866237800004, -75.23352598499997)"
3685966,Friends Hospital,19124,Other - Specialty Hospital,326010,1950,1,778031022,25463691.2,45614184.8,Not Available,Not Available,Not Available,218,392.2,13832.7,5645.4,,"4641 Roosevelt Boulevard
Philadelphia, Pennsylvania
(40.02832583400004, -75.10062659699997)"
3641704,Martin Building,19107-5595,Residence Hall/Dormitory,81525,1959,1,771019000,2813931,Not Available,Not Available,3767070,46,110.7,193.9,2235.2,818.6,,"201 South 11th Street
Philadelphia, Pennsylvania
(39.94860076400005, -75.15893982099993)"
3281377,Riverside Correctional Facility,19136,Prison/Incarceration,220000,2004,1,786504751,13806279.3,16267071.6,Not Available,Not Available,Not Available,136.7,274.7,32015.1,2611.7,,"8001 State Road
Philadelphia, Pennsylvania
(40.03125575000007, -75.02174207399997)"
3884090,Chestnut Hill College/ Mount Saint Josephs Convent,19118,College/University,962359,1875,14,775518010,23311476.6,44451873.2,0,Not Available,Not Available,70.4,124.6,9088.9,5311.3,,"9601/9701 Germantown Ave
Philadelphia, Pennsylvania
(40.08455259600004, -75.22816302599995)"
3893019,Holy Redeemer Health System - Verree Rd,19046,Senior Care Community,366000,1981,1,881448900,16178271,Not Available,Not Available,Not Available,97,44.2,138.8,26683,2048.8,,"8580 Verree Rd
Philadelphia, Pennsylvania
(40.08244505500005, -75.06531722499994)"
3788556,St. Gabriel Church,19146,Worship Facility,54839,1895,3,773259000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,"1432 S. 29th St.
Philadelphia, Pennsylvania
(39.93496796200003, -75.19257522899994)"
3679860,8 Penn,19103,Office,235000,1981,1,883056500,13612747.2,Not Available,Not Available,6431534.7,73,85.3,214.8,10955.7,2293.3,,"1628 JFK Blvd
Philadelphia, Pennsylvania
(39.95393336800004, -75.16790372299994)"
3979396,CONWELL HALL,19122,College/University,67644,2000,1,777509000,3398396,2678,Not Available,5541354,Not Available,212.4,336.6,9256.1,1207.2,,"NE CORNER BROAD AND MONTGOMERY
Philadelphia, Pennsylvania
(39.95228311600005, -75.16244564499993)"
3999203,Art Institute of Philadelphia,19103,Adult Education,79480,1931,1,772509500,7329927.9,Not Available,Not Available,1073596,Not Available,105.7,305.8,1917.7,1052.5,,"1618 - 1622 Chestnut Street
Philadelphia, Pennsylvania
(39.95128431400008, -75.16760610699998)"
3892839,4000 N American St,19140,Police Station,117105,1945,1,884039000,2912202.4,256051.6,Not Available,Not Available,Not Available,27.1,80.4,825.9,382.4,,"4000 N American St
Philadelphia, Pennsylvania
(40.01191849400004, -75.13174511899996)"
3330756,Northeast,19111,K-12 School,310296,1957,1,786082200,6077532.9,16996373.8,Not Available,Not Available,83,74.4,119,10377.7,1671.6,,"1601 COTTMAN AVE
Philadelphia, Pennsylvania
(40.054826012000035, -75.07228622599996)"
3760835,Devon Self Storage Allegheny,19132,Self-Storage Facility,210000,1920,1,884067430,9417.1,12937261.4,Not Available,Not Available,Not Available,61.7,64.8,Not Available,687.8,,"1831 West Allegheny Ave
Philadelphia, Pennsylvania
(40.002548138000066, -75.15989766899997)"
3288099,0547-Philadelphia - Airport,19153,Hotel,78155,1990,1,883744000,2952527.8,1832922.3,Not Available,Not Available,56,61.2,143.2,5447.9,471.2,,"9000 Tinicum Blvd
Philadelphia, Pennsylvania
(39.88438970400006, -75.24869711499997)"
3862668,"Robb H, Inc. Office and Bldg #4",19137,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",6500,1960,1,#N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,"2900 Orthodox Street
Philadelphia, Pennsylvania
(39.99387030400004, -75.07051401599995)"
3956329,ECI Building,19124,Distribution Center,93000,1950,1,884184500,Not Available,737727.1,Not Available,Not Available,100,7.9,8.3,93.8,39.2,,"4343 Whitaker Ave.
Philadelphia, Pennsylvania
(40.015144845000066, -75.11783949699998)"
3667834,Dungan Facility,19111,Manufacturing/Industrial Plant,185000,1960,1,884221500,12641480.5,9182263.7,Not Available,Not Available,Not Available,118,266.7,2053.3,2088.2,,"7722 Dungan Road
Philadelphia, Pennsylvania
(40.06359206800005, -75.07256565999995)"
2344541,3527,19149,Retail Store,70110,1980,1,882074000,2901472.7,541100,Not Available,Not Available,79,49.1,138.1,477,396.1,,"7101 Roosevelt Blvd
Philadelphia, Pennsylvania
(40.041358142000036, -75.05719939999994)"
3330951,Carnell,19111,K-12 School,74885,1931,1,786106800,1388820.5,295799.6,5058850.1,Not Available,60,90.1,130.6,779,567,,"1100 DEVEREAUX AVE
Philadelphia, Pennsylvania
(40.03947638200003, -75.08433462699998)"
3330781,Barry,19139,K-12 School,99287,2008,1,783431200,3580846.2,1861410.8,Not Available,Not Available,60,54.8,132.9,1421.2,552.3,,"5900 RACE ST
Philadelphia, Pennsylvania
(39.96484317200003, -75.23864345599998)"
3690846,Historic Landmark Building,19102,Museum,71000,1865,1,772724000,5193354,3006713,Not Available,Not Available,Not Available,115.5,274.1,919.2,817.3,,"118 N. Broad Street
Philadelphia, Pennsylvania
(39.95500844700007, -75.16306529099995)"
3952315,WHY Building,19106,Office,80000,1915,1,883057103,3968128.7,220337.2,Not Available,Not Available,70,52.4,158.6,1439.5,514.2,,"1425 Arch Street
Philadelphia, Pennsylvania
(39.95457143400006, -75.16440657199996)"
3954376,S. Walter Packaging,19114,Manufacturing/Industrial Plant,135000,1965,1,884224500,5193326.7,2245338.9,Not Available,Not Available,Not Available,55.1,138.3,323.7,776.9,,"2900 Grant Ave
Philadelphia, Pennsylvania
(40.07421346600006, -75.01694303099998)"
3958443,MEDICAL RESEARCH BLDG,19140,College/University,117180,2000,1,777531000,12785217.8,4429,Not Available,27559247.2,Not Available,344.3,625.6,7589.6,4059.3,,"3400 N. Broad Street
Philadelphia, Pennsylvania
(40.00477563900006, -75.15225172599997)"
3682894,Liberty Place,19109,Parking,434000,1986,0,883422300,3445703.7,Not Available,Not Available,Not Available,Not Available,7.9,24.9,Not Available,436.4,,"20 South 16th Street
Philadelphia, Pennsylvania
(39.95236544200003, -75.16695306099996)"
1059528,33737-Philadelphia Airport,19153,Hotel,256162,1995,1,N/A,21396631.5,22350900,Not Available,Not Available,10,170.8,353.9,15903,3895.8,,"One Arrivals Road
Philadelphia, Pennsylvania
(39.87802388100005, -75.24554640899999)"
3632147,DOA Warehouse,19153,Non-Refrigerated Warehouse,88022,1970,1,884171000,3513322.8,4054740.4,Not Available,Not Available,14,86,173.7,0,660.1,,"8401 Executive Ave.
Philadelphia, Pennsylvania
(39.88441390200006, -75.22823835099996)"
3330866,Wright,19132,K-12 School,82000,1905,1,784615800,2336732.4,2201595.2,Not Available,Not Available,31,55.3,117.7,1127.9,412.7,,"2700 W DAUPHIN ST
Philadelphia, Pennsylvania
(39.990543666000065, -75.17696411499998)"
3330852,Rhodes EW,19132,K-12 School,180000,1972,1,784063000,4541331.1,7520990.6,Not Available,Not Available,17,67,123.1,1069.5,974.3,,"2900 W CLEARFIELD ST
Philadelphia, Pennsylvania
(40.00316345700003, -75.17803343199995)"
3956655,Liacouras Center Forum,19121,College/University,270316,2000,1,777508005,8611533.2,Not Available,Not Available,Not Available,Not Available,62,136.3,15063.9,1811.2,,"1776 N. Broad St.
Philadelphia, Pennsylvania
(39.97995407600007, -75.15761961099997)"
3956428,FORMAN MILLS 103,19120,Retail Store,60000,1985,1,882181620,6624705.1,Not Available,Not Available,Not Available,5,110.4,346.7,216.4,838.9,,"401 ADAMS AVE
Philadelphia, Pennsylvania
(40.04116670900004, -75.11165789499995)"
2561862,Pennsylvania Hospital,19104,Hospital (General Medical & Surgical),873226,1756,9,771002000,116396695,860972.9,Not Available,116247844.1,19,267.4,579.7,82399.8,25078.2,,"800 Spruce St
Philadelphia, Pennsylvania
(39.94579364900005, -75.15552360699996)"
3330892,McKinley,19122,K-12 School,74314,1970,1,786525600,1805630.4,5822415.6,Not Available,Not Available,19,102.6,158.6,1819.5,537.7,,"2101 ORKNEY ST
Philadelphia, Pennsylvania
(39.98285464800006, -75.14170141399995)"
2848414,Center for advance medicine,19104,Other,1386775,2005,3,773740100,189050355.9,Not Available,Not Available,187632243.9,Not Available,346.7,754,50079.3,40557.6,,"3400 Civic Center Blvd
Philadelphia, Pennsylvania
(39.94841278600006, -75.19292667499997)"
3635906,Main Building,19107-5244,Hospital (General Medical & Surgical),169807,1906,1,771020000,11197337.8,2056,Not Available,16596600,Not Available,323.9,484.8,18533.7,4321.1,,"132 S. 10th Street
Philadelphia, Pennsylvania
(39.95456827600003, -75.15610550899999)"
2555977,1600 Callowhill,19130,Office,103483,1920,1,883065100,6665683.2,Not Available,Not Available,Not Available,35,64.4,202.3,2078.8,844.1,PECO Service Center is 24/7 operation and key location for storm response.  LEED-EBOM Gold Certified.,"1600 Callowhill Street
Philadelphia, Pennsylvania
(39.95999266500007, -75.16541891899993)"
4141032,Gift of Life Donor Program,19123,Office,112921,2003,1,771023700,6281567.1,3152668.1,Not Available,Not Available,63,94.5,230.6,1236,1008.4,,"401-35 N 03RD ST
Philadelphia, Pennsylvania
(39.95228311600005, -75.16244564499993)"
3638081,Lincoln Financial Field,19148,Stadium (Open),1403194,2003,1,788023020,36842332.4,Not Available,Not Available,Not Available,Not Available,26.3,82.4,13289.1,4665.6,,"One Lincoln Financial Field Way
Philadelphia, Pennsylvania
(39.95228311600005, -75.16244564499993)"
3668849,St. Joseph's Hospital,19130,Hospital (General Medical & Surgical),125500,1981,1,772018000,18290056.7,22115596.1,170016,Not Available,16,323.3,644,26976.7,3502.5,,"1600 W. Girard Avenue
Philadelphia, Pennsylvania
(39.97187324400005, -75.16286479399997)"
3657541,Sankofa Network,19138,K-12 School,76500,2008,1,#N/A,2248197.8,1157397.2,Not Available,Not Available,73,44.5,108.2,253.8,346.1,,"6201 North 21st St.
Philadelphia, Pennsylvania
(40.049108389000025, -75.15548442899996)"
3330914,King HS,19138,K-12 School,370000,1972,1,784421900,17232196.8,19850680.4,Not Available,Not Available,26,100.2,202.6,9792.7,3235.7,,"6100 STENTON AVE
Philadelphia, Pennsylvania
(40.057221681000044, -75.16143036199998)"
3690996,Allegheny Depot,19132,Other - Public Services,208000,1986,1,884352645,9797899.2,19560061.8,0,Not Available,Not Available,141.1,246.7,5733.8,2278.9,,"2600 W. Allegheny Avenue
Philadelphia, Pennsylvania
(39.985479387000055, -75.10370434199996)"
4128418,1801 Building,19122,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",168718,1900,1,777630000,6276.7,9644.4,Not Available,Not Available,Not Available,0.1,0.2,0,1.3,,"1801 North 9th Street
Philadelphia, Pennsylvania
(39.92682363400007, -75.16047611399995)"
3839691,Gershel Brothers,19136,Manufacturing/Industrial Plant,102000,1940,1,884255450,728000.4,939666.8,Not Available,Not Available,Not Available,16.3,32.1,994.8,142.1,,"7500 State Road
Philadelphia, Pennsylvania
(40.028545920000056, -75.02676417999999)"
3892830,3820 N. 2nd Ave,19140,Non-Refrigerated Warehouse,89550,1950,1,884038510,848984.8,0,Not Available,Not Available,69,9.5,29.8,9,107.5,,"3820 N. 2nd Ave
Philadelphia, Pennsylvania
(40.00869965000004, -75.13121020099999)"
3330784,Catherine,19142,K-12 School,57500,1937,1,783094200,814493.2,2934396.7,Not Available,Not Available,84,65.2,98.1,526.1,258.8,,"6600 CHESTER AVE
Philadelphia, Pennsylvania
(39.927950457000065, -75.23956315199996)"
3330913,Roxborough HS,19128,K-12 School,240000,1924,1,784378200,2975929.7,14039140.5,Not Available,Not Available,89,70.9,100.4,794.8,1122,,"6498 RIDGE AVE
Philadelphia, Pennsylvania
(40.038040711000065, -75.22269025799994)"
3762536,"14,14A-Daskalakis Athletic Center / Recreation Center",19104,Other - Recreation,265093,1976,2,774530510,14765764.4,4430605.1,Not Available,10281144.8,Not Available,111.2,239.1,Not Available,3015.3,,"3301 Market Street
Philadelphia, Pennsylvania
(39.955727471000046, -75.19018654899998)"
3995355,KRESGE SCIENCE HALL,19140,College/University,129260,2000,1,777531100,14584576.9,11948,Not Available,18910847,Not Available,259.2,530.4,6307,3521.9,,"3440 N. Broad Street
Philadelphia, Pennsylvania
(40.00578835400006, -75.15201490899994)"
3966792,10981 Decatur Rd.,19154,Non-Refrigerated Warehouse,250000,1975,1,884280000,2649523.4,3859514.2,Not Available,Not Available,74,26,49.5,705.4,540.3,,"10981 Decatur Rd.
Philadelphia, Pennsylvania
(40.092626617000064, -74.99109414399999)"
3862600,York Nursing And Rehabilitation Center,19126,Senior Care Community,60330,1982,1,881447800,4598854,7092281,Not Available,Not Available,Not Available,193.8,362.8,13174.6,958.8,,"7107 Old York Road
Philadelphia, Pennsylvania
(40.06116356200005, -75.13711244799998)"
3664350,Diamond Furniture,19134,Distribution Center,160000,1925,2,884110550,2073036.3,867525.9,Not Available,Not Available,Not Available,18.4,46.4,502.4,308.5,,"3412 J Street
Philadelphia, Pennsylvania
(39.99944850000003, -75.10865454399999)"
3783002,Garage - Broad St,19132,K-12 School,128600,1980,1,785053000,1388001.6,8992685.3,Not Available,Not Available,72,80.7,107.3,356.5,653.1,,"2600 N. Broad St.
Philadelphia, Pennsylvania
(39.992908148000026, -75.15480573499997)"
3330905,Marshall T,19120,K-12 School,114000,1997,1,786687225,2991668.9,2238678.8,Not Available,Not Available,82,45.9,103,933.3,497.7,,"5118-50 N 6TH ST
Philadelphia, Pennsylvania
(40.029377072000045, -75.13409863199996)"
3696770,Science and Technology Center (STC),19104,College/University,78000,2007,1,773502090,8508190.5,2345.7,Not Available,Not Available,Not Available,109.1,342.5,3069.1,1077.6,,"4320 Woodland Ave
Philadelphia, Pennsylvania
(39.94524862000003, -75.20878898599994)"
3330948,Juniata Park,19124,K-12 School,102300,2007,1,884460970,4059195,4785124.3,Not Available,Not Available,11,86.5,173.7,1780.9,768,,"801 E HUNTING PARK AVE
Philadelphia, Pennsylvania
(40.01211783800005, -75.11200653199995)"
1548288,PHILADELPHIA WEST (2124),19131,Retail Store,160219,2007,1,882150610,10005666.1,2479585.1,Not Available,Not Available,76,77.9,212.3,2470.8,1398.7,,"4000 MONUMENT RD
Philadelphia, Pennsylvania
(40.00663067200003, -75.21348453499996)"
3891105,Market Street East,19107,Parking,266700,1977,1,781092200,5135025.9,Not Available,Not Available,Not Available,Not Available,19.3,60.5,482.4,650.3,,"901-13 Filbert Street
Philadelphia, Pennsylvania
(39.95239434600006, -75.15502624699997)"
3330815,Fell,19148,K-12 School,61000,1924,1,781609400,1039178.2,4937306.8,Not Available,Not Available,50,98,138.5,670.2,393.6,,"900 W OREGON AVE
Philadelphia, Pennsylvania
(39.91571528900005, -75.16287116499996)"
3782623,Pier 82 South,19148,Refrigerated Warehouse,125000,1980,1,781053600,12450135.5,1495227.5,Not Available,Not Available,18,111.6,325.3,1827.3,1656,,"2201 S. Columbus Blvd
Philadelphia, Pennsylvania
(39.91935008100006, -75.14016069099995)"
3697785,Belmont Water Treatment Plant,19131,Drinking Water Treatment & Distribution,95000,1965,2,783042600,6397165.6,21022630.3,Not Available,Not Available,Not Available,288.6,443.8,1155.7,1925.8,,"4300 Ford Road
Philadelphia, Pennsylvania
(40.00170648500006, -75.21802682099997)"
1260382,07747-Red Lion,19115,Supermarket/Grocery Store,72048,1997,1,882875620,10174188.2,4619300,Not Available,Not Available,76,205.3,510.7,773,1533.6,,"920 Red Lion Road
Philadelphia, Pennsylvania
(40.10333545800006, -75.03021663099997)"
3800038,29145-Philadelphia / Wheatsheaf Lane,19137,Non-Refrigerated Warehouse,67600,2000,1,884204500,481695.9,715800,Not Available,Not Available,96,17.7,33.5,10,99,,"2190 Wheatsheaf Lane
Philadelphia, Pennsylvania
(39.99911181200008, -75.09086358499997)"
3330764,Mayfair,19149,K-12 School,72000,1949,1,786438600,1352407.3,4100234.5,Not Available,Not Available,72,75.7,118.8,1468.1,388.9,,"3001 PRINCETON AVE
Philadelphia, Pennsylvania
(40.039352130000054, -75.05331099699998)"
3879065,Holts Cigar Company,19154,Distribution Center,50847,1970,1,884292000,5123158.9,443875.8,Not Available,Not Available,1,109.5,325.5,214.1,672.4,,"12270 Townsend Rd
Philadelphia, Pennsylvania
(40.113165637000066, -74.96998346099997)"
3330906,Sheridan,19134,K-12 School,64767,1900,1,786350400,846254.1,4224508.3,Not Available,Not Available,35,78.3,109.5,1594.7,331.4,,"800 E ONTARIO ST
Philadelphia, Pennsylvania
(39.999799504000066, -75.11465983099998)"
3122487,833 Chestnut,19107,Office,757706,1926,0,883313600,74967849.8,23663491.5,Not Available,Not Available,55,130.2,343.5,10334.3,10749.6,,"833 Chestnut Street
Philadelphia, Pennsylvania
(39.94972061000004, -75.15444485899997)"
3810865,Burgess Center,19141,Other,86321,1990,2,882938075,1894374.8,616699.6,Not Available,Not Available,Not Available,29.1,76.4,2319.2,272.6,,"200 W. Chelten Ave
Philadelphia, Pennsylvania
(40.04654341000003, -75.12348441099994)"
4094880,Rodeph Shalom,19123,Worship Facility,72000,1927,1,771064000,1029823.5,7602471.8,Not Available,Not Available,16,119.9,155.8,367.3,533.9,,"615 North Broad St
Philadelphia, Pennsylvania
(39.96373237300003, -75.16108682399994)"
3911181,Embassy Suites,19103,Hotel,266512,1963,1,883721000,13682645.4,Not Available,Not Available,9350522.1,38,93.4,219.9,16211.1,2560.6,,"1776 benjaman franklin Parkway
Philadelphia, Pennsylvania
(39.956456865000064, -75.16858011199997)"
3694574,Overbrook Shop,19131,Other - Public Services,200000,1994,1,521034500,6045982.1,7760680.6,Not Available,Not Available,Not Available,69,135.7,372.5,1177.5,,"5320 West Jefferson Street
Philadelphia, Pennsylvania
(39.98080428500003, -75.22911699899998)"
1973980,Shop Rite of Island Avenue,19153,Supermarket/Grocery Store,59502,1995,1,882090000,11228544,5613154.7,Not Available,Not Available,63,283,691.6,1692.6,1719.9,,"2946 Island Avenue
Philadelphia, Pennsylvania
(39.90333984500006, -75.24037642699994)"
3637411,Education Technology Center,19114-2009,College/University,62000,2005,1,778503000,4755072.4,4179025.3,Not Available,Not Available,Not Available,144.1,311.6,Not Available,824,,"9801 Frankford Avenue
Philadelphia, Pennsylvania
(40.06167087600005, -74.98828413699994)"
2344012,3964,19153,Retail Store,91313,1999,1,882148910,4191099.5,Not Available,Not Available,Not Available,71,45.9,144.1,12,530.7,,"3000 Island Avenue
Philadelphia, Pennsylvania
(39.902776311000025, -75.24019266599998)"
3633532,United Refrigeration Inc. Warehouse 90,19154,Distribution Center,163386,1959,1,884268000,3176885.6,3844813.6,Not Available,Not Available,75,43,85.8,458.3,606.4,,"11451 Roosevelt Blvd.
Philadelphia, Pennsylvania
(40.09913585700008, -75.00923336499994)"
3583474,Edison,19140,K-12 School,316000,1985,1,786309550,7273667.5,14317945.9,Not Available,Not Available,80,68.3,119.9,14858.2,1681,,"151 W LUZERNE ST
Philadelphia, Pennsylvania
(40.011088382000025, -75.12859928699999)"
3512103,20606,19144,Other,64668,1905,1,883377060,2279495.8,Not Available,Not Available,Not Available,46,70.5,221.4,93,288.7,,"100 E ARMAT ST
Philadelphia, Pennsylvania
(40.03689716500003, -75.17174817899996)"
1440658,"United Plaza Lease, L.P.",19103,Office,699896,1975,1,883051500,48660715.7,Not Available,Not Available,11986082.2,63,92.3,254.6,12376.5,7223.5,,"30 South 17th Street
Philadelphia, Pennsylvania
(39.95181636800004, -75.16872295799999)"
3137016,Connelly House,19107,Residence Hall/Dormitory,60000,2010,1,886717500,2601406.4,1068123.9,Not Available,Not Available,62,61.2,154.8,3289.1,358.3,,"1212 Ludlow St
Philadelphia, Pennsylvania
(39.951323450000075, -75.16092319999996)"
3780992,Watermark at Logan Square,19103,Multifamily Housing,508400,1984,1,881435700,25508965,6318909.9,Not Available,Not Available,Not Available,70,190.6,19911.2,3565.8,,"2 Franklin Town Blvd
Philadelphia, Pennsylvania
(39.95936152100006, -75.16747734899997)"
3417370,2401 Walnut,19103,Office,163836,1925,1,883039105,6156582.1,Not Available,Not Available,Not Available,90,37.6,118,1194,779.7,,"2401 Walnut Street
Philadelphia, Pennsylvania
(39.95128772900006, -75.17969732699999)"
3958716,Sacred Heart Home,19140,Other,57600,1953,0,881448300,1501677.2,1914098.6,Not Available,Not Available,Not Available,59.3,116.8,1563.5,291.8,,"1315 W. Hunting Park Avenue
Philadelphia, Pennsylvania
(40.01673830400006, -75.14763101199998)"
3330915,Randolph CTE,19129,K-12 School,121579,1975,1,784188400,5198212.7,8096747.8,0,Not Available,15,109.4,204.2,2163.1,1088,,"3101 HENRY AVE
Philadelphia, Pennsylvania
(40.00970048200003, -75.18037406599996)"
3892829,4219 Richmond St,19137,Non-Refrigerated Warehouse,65490,1950,1,884209600,1922691.7,5090.3,Not Available,Not Available,9,29.4,92.3,809.8,243.8,,"4219 Richmond St
Philadelphia, Pennsylvania
(39.99524901900003, -75.07746136299994)"
1571993,Mellon Independence Center,19106,Other,810000,1853,1,883249500,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,"701 Market Street
Philadelphia, Pennsylvania
(39.951107973000035, -75.15305657199997)"
3330804,Locke,19104,K-12 School,77000,1965,1,783206951,1845053.7,125672.1,4077084.5,Not Available,29,78.5,130.4,1094.7,542.9,,"4550 HAVERFORD AVE
Philadelphia, Pennsylvania
(39.96262967100006, -75.21223370999996)"
3330835,Jackson,19147,K-12 School,58000,1925,1,781092000,900806.9,4464352,Not Available,Not Available,55,92.5,129.6,747,351,,"1213 S. 12 ST
Philadelphia, Pennsylvania
(39.934575220000056, -75.16360232699998)"
3696571,Deb,19114,Distribution Center,258760,1965,1,884226000,8696802.4,5394247.1,Not Available,Not Available,56,54.5,127.4,766.4,1387.6,,"9401 Blue Grass Road
Philadelphia, Pennsylvania
(40.07410944800006, -75.02744863599997)"
2492942,Mercy Philadelphia Hospital,19143,Hospital (General Medical & Surgical),613550,1918,1,774005000,33370932.9,41510202.5,0,Not Available,100,122.3,242.1,14733.6,6439.6,,"501 South 54th Street
Philadelphia, Pennsylvania
(39.952369590000046, -75.23030154799994)"
3686050,NATIONAL GREYHOUND ADOPTION PROGRAM,19135,Other,66786,1956,0,884351865,395958.5,919809.6,Not Available,Not Available,Not Available,19.7,33.1,487.5,98.9,,"6801 NEW STATE ROAD
Philadelphia, Pennsylvania
(40.020182626000064, -75.04123898699999)"
3970936,College of Physicians,19103,Museum,68967,1909,1,772525500,2932360.5,Not Available,Not Available,1982704.8,Not Available,71.3,168.1,858.7,546.9,,"19 S. 22nd Street
Philadelphia, Pennsylvania
(39.95334232100004, -75.17676309899997)"
2436917,Four Seasons Hotel Philadelphia,19103,Hotel,330000,1983,1,883720500,13562191.6,27350751.3,Not Available,11692341.4,11,261.5,366.3,41138.9,9456.4,,"One Logan Square
Philadelphia, Pennsylvania
(39.956575731000044, -75.16933104599997)"
3859685,5000 PASCHALL AVENUE ASSOCIATES,19143,Manufacturing/Industrial Plant,110000,1940,1,884100500,1405061.6,2585494,Not Available,Not Available,Not Available,36.3,64.8,1280.7,315.1,,"5000 paschall avenue
Philadelphia, Pennsylvania
(39.92157139200003, -75.23738256399997)"
3929883,Philadelphia Cheesesteak Company,19124,Manufacturing/Industrial Plant,136000,1955,1,884052400,21908465.6,5082834.1,Not Available,Not Available,Not Available,198.5,545.1,10009.7,3044.2,,"520 E. Hunting Park Avenue
Philadelphia, Pennsylvania
(40.012619710000024, -75.11631802399995)"
3800034,21808-Philadelphia / Ridge AVE,19128,Non-Refrigerated Warehouse,70581,2000,1,884083200,640016.1,Not Available,Not Available,Not Available,98,9.1,28.5,34,81,,"7571 Ridge Avenue
Philadelphia, Pennsylvania
(40.050701995000054, -75.23610843599994)"
4096299,"Urban Outfitters, Inc. - Building #007, 025, 543",19103,Office,212892,1916,3,788007700; 788008001; 788008100,12788858.4,27077056,Not Available,Not Available,Not Available,187.3,322.2,8136.6,3056.5,,"5000 S. 15th Street
Philadelphia, Pennsylvania
(40.029406675000075, -75.14859954599996)"
