Portfolio Manager ID,Property Name,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ftÂ²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ftÂ²),Source EUI (kBtu/ftÂ²),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes,Location 1
3681794,CCP Main Campus-West,19130,College/University,556554,1982,5,772534700,3117653.6,"5,686,961.50",Not Available,Not Available,Not Available,15.8,28.3,1083.3,719.4,,"1700 Spring Garden St
(36.063709, -79.819103)"
3895425,Gateway Garage,19103,Parking,423184,1991,1,782597700,2502718.4,Not Available,Not Available,Not Available,Not Available,5.9,18.6,41.2,335,,"1529 Spring Street
(37.932422, -121.264617)"
3995355,KRESGE SCIENCE HALL,19140,College/University,129260,2000,1,777531100,13617135,730.6,Not Available,"23,492,237.90",Not Available,287.1,549.4,9119.5,3382.8,,"3440 N. Broad Street
(40.005797, -75.151955)"
3443035,30th St.,19104,Office,79200,1917,1,773717200,3698065.5,"159,286.50",Not Available,"1,549,186.70",75,68.3,172.3,2708.1,606.4,,"120 S. 30th St.
(40.415215, -86.862961)"
3685555,ROOSEVELT BOULEVARD ASSOC.,19116,Other,298627,1956,1,884242700,2519645.7,"4,364,275.40",Not Available,Not Available,Not Available,23.1,41.8,3309.4,569.1,,"11500 E. ROOSEVELT BLVD.
(40.102212, -75.005742)"
3820208,PreFlight Airport Parking PHL,19153,Parking,221000,1959,1,884171500,2475561.9,Not Available,Not Available,Not Available,Not Available,11.2,35.2,164.3,331.4,,"4700 Island Ave
(39.8883, -75.232796)"
3882111,Care Pavilion Nursing,19139,Senior Care Community,98723,1972,1,881446200,10044883.6,"5,772,322.70",Not Available,Not Available,Not Available,160.2,380.9,13454.1,1651.3,,"6212 Walnut Street
(32.386976, -88.742046)"
3760838,Devon Self Storage Oregon,19148,Self-Storage Facility,160000,1920,1,884140610,798426.1,"117,839.50",Not Available,Not Available,Not Available,5.7,16.4,99.1,113.1,,"12 East Oregon Ave
(45.854148, -119.289965)"
3330806,South Philadelphia,19148,K-12 School,331440,1956,1,781022700,4753751.9,"16,463,140.10",Not Available,Not Available,91,64,97.2,2846.2,1510.8,,"2101 SOUTH BROAD ST
(34.645214, -86.038006)"
3633532,United Refrigeration Inc. Warehouse 90,19154,Distribution Center,163386,1959,1,884268000,2700901.7,"2,767,829.70",Not Available,Not Available,81,33.5,69.7,377.9,508.6,,"11451 Roosevelt Blvd.
(40.099483, -75.008758)"
3597850,CDC,19124,Distribution Center,1197220,1964,1,884120510,21406147.6,"33,554,589.20",Not Available,Not Available,80,45.9,85.6,11478.8,4647.8,,"5501 Whitaker Ave
(40.035795, -75.098734)"
4068971,Frankford Candy,19114,Distribution Center,507587,2004,1,884227005,14479995.7,"6,906,372.60",Not Available,Not Available,61,42.1,103.9,542.8,2305.2,,"9300 Ashton Rd
(40.067297, -75.017862)"
3330954,Ellwood,19126,K-12 School,55621,1957,1,785360600,872231.7,"183,127.40","3,648,995.90",Not Available,42,84.6,119,630.9,397.3,,"6701 N 13TH ST
(33.534797, -112.05354)"
3883583,Philadelphia-Lancaster Ave RC,19104,Non-Refrigerated Warehouse,84798,1916,1,774520500,1614144.9,Not Available,Not Available,"3,365,951.90",48,58.7,107.5,288.2,439.6,,"3205 Lancaster Avenue
(28.205598, -82.732156)"
4069478,"Richard Hoffman, LLP",19134,Non-Refrigerated Warehouse,100000,1922,1,884201600,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,"2100 E. Venango Street
(39.996838, -75.100054)"
1269439,PECO MAIN OFFICE BUILDING,19103,Office,897201,1971,1,883054500,73478955.4,Not Available,Not Available,"4,131,747.30",Not Available,89.1,270.6,17.3,10110.6,,"2301 Market Street
(37.763858, -122.433396)"
3635787,Warehouse America,19134,Distribution Center,178250,1961,1,884193000,634543.6,Not Available,Not Available,Not Available,100,3.6,11.2,159.3,84.9,,"2235 E. Castor Ave.
(46.616626, -112.001501)"
3958192,PeiGenesis,19116,Office,69000,1987,2,N/A,3507433.6,"2,133,311.80",Not Available,Not Available,Not Available,81.7,192.1,541,582.8,,"2180 Hornig Rd
(40.112621, -74.99782)"
3783030,Admin - Education Center,19130,K-12 School,835000,2005,1,884062510,35408917.1,Not Available,Not Available,Not Available,20,42.4,133.2,3939.7,4740,,"440 N BROAD ST
(41.529572, -87.427668)"
3880216,Packaging and Distribution Center,19114,Distribution Center,104797,1970,2,884289001,18546946.2,"4,089,744.80",Not Available,Not Available,Not Available,160.9,444.4,817.6,2700,,"3031 Red Lion Road
(40.082177, -74.999803)"
3721175,The Center at 714 Market,19106,Office,226200,1900,4,771645110,12430987.4,Not Available,Not Available,Not Available,81,56.4,177.1,37.2,1664.1,,"714 Market Street
(42.267246, -89.083915)"
3772904,All City Self Storage,19137,Self-Storage Facility,70506,1935,1,884247200,72328.3,"12,448.30",Not Available,Not Available,Not Available,1.2,3.4,0.1,10.3,,"5500 Sansom Street
(39.958483, -75.231628)"
3884233,Franklin Institute,19103,Museum,446000,1932,1,782779400,26958061.9,"10,845,313.60","96,848.40",Not Available,Not Available,114.8,291.3,8061.8,4192,,"222 N 20th St
(34.124084, -93.073791)"
1973985,Shop Rite of Parkside Plaza,19131,Supermarket/Grocery Store,68325,2008,1,882920300,9282554.1,"8,194,076.30",Not Available,Not Available,94,255.8,552.5,2922.5,1677.8,,"5200 Jefferson Street
(26.004532, -80.195871)"
3773860,"Muller, Inc.",19114,Non-Refrigerated Warehouse,214815,1984,1,884224004,5775270.6,"981,168.20",Not Available,Not Available,48,31.5,89.2,494.1,825.2,,"2800 Grant Ave.
(38.886628, -99.309896)"
3954691,420 s. Second Street,19147,Restaurant,195154,1950,1,883406500,16614.4,Not Available,Not Available,Not Available,Not Available,0.2,0.5,1204.8,2.2,,"420 South 2nd Street
(34.559715, -92.582016)"
3330781,Barry,19139,K-12 School,99287,2008,1,783431200,3354007.9,"1,726,877.30",Not Available,Not Available,67,51.2,124.3,1991.8,540.7,,"5900 RACE ST
(39.964838, -75.238506)"
3773802,MidTown Garage,19102,Parking,97778,1984,1,883421500,969350.9,"185,842.80",Not Available,Not Available,Not Available,11.8,33.1,10.8,139.6,,"1416 Chestnut St.
(33.114528, -91.951158)"
3892157,SS Neumann Goretti High School,19148,K-12 School,271320,1955,1,771251200,2909546.8,"9,013,711.20",Not Available,Not Available,98,43.9,68.6,1743.9,868.2,,"1730 S 10th St
(38.610503, -90.204269)"
3682801,Wolf Investments Corp. #3,19136,Other,143000,1963,1,884259500,2020706.8,"1,936,182.20",Not Available,Not Available,Not Available,27.7,58.6,1654,373.3,,"8301 Torresdale Ave.
(40.039182, -75.01764)"
3958205,PEI-Genesis,19116,Other,20000,1987,2,883095110,2308.3,"430,172.90",Not Available,Not Available,Not Available,21.6,22.9,108.3,23.2,,"2180 Hornig Road
(40.112621, -74.99782)"
3958716,Sacred Heart Home,19140,Other,57600,1953,1,881448300,1499534.8,"2,059,844.00",Not Available,Not Available,Not Available,61.8,119.3,1736.8,310.1,,"1315 W. Hunting Park Avenue
(40.016675, -75.147628)"
3788675,List Associates,19131,Office,127785,1956,1,774016000,7497013.6,"4,068,518.20",Not Available,Not Available,65,90.5,217.7,4685.2,1219.7,,"3905 Ford Rd
(39.999207, -75.20793)"
3664350,Diamond Furniture,19134,Distribution Center,160000,1925,2,884110550,1882790.4,"1,077,842.80",Not Available,Not Available,Not Available,18.5,44,235.8,309.3,,"3412 J Street
(38.571661, -121.461029)"
3892827,3000 Orthodox St,19137,Other,67326,1950,1,884206500,1424295,"173,873.90",Not Available,Not Available,Not Available,23.7,69.1,273.3,199.9,,"3000 Orthodox St
(39.992593, -75.069349)"
3762103,097-Hampton Inn - Philadelphia,19107,Hotel,202400,2001,1,883704760,7380408.5,"4,560,999.60",Not Available,Not Available,61,74.7,174.9,9278,1230.2,,"1301 Race Street
(38.556895, -76.08115)"
3882229,ttfop,19132,Non-Refrigerated Warehouse,59301,1940,1,111210310,227409.2,"117,574.00",Not Available,Not Available,93,6,14.5,157.4,36.7,,"2901 N 18th st
(27.968754, -82.43922)"
16290,Two Commerce Square,19102,Office,1103420,1992,1,883054361,76514304.7,Not Available,Not Available,Not Available,76,73.4,230.3,18278.5,10242.6,,"2001 Market Street
(35.031278, -85.308911)"
3800036,24232-Philadelphia / Grant Avenue,19114,Non-Refrigerated Warehouse,111150,2000,1,884223000,186503.3,Not Available,Not Available,Not Available,100,1.7,5.3,32,25,,"2700 Grant Avenue
(37.94149, -122.341329)"
1840857,One Liberty Place,19103,Office,1191592,1987,1,883031676,77779474.3,Not Available,Not Available,Not Available,74,58.3,183,10012.2,10420.2,,"1650 Market Street
(40.26725, -76.864938)"
3061663,IRS 30th Street Campus (165),19104,Office,1481088,2010,1,883063100,57995674.7,"13,536,845.00",Not Available,Not Available,84,76.7,210.6,11538.6,8482.6,,"2970 Market Street
(32.711635, -117.130574)"
3694570,Courtland Shop,19140,Other - Public Services,53000,1952,1,884351660,207995.5,"10,340,088.70",Not Available,Not Available,Not Available,199,217.2,583.5,577.1,,"4529 North 3rd Street
(33.630856, -84.320706)"
3762393,Einstein Medical Center Philadelphia,19141,Hospital (General Medical & Surgical),2207000,1950,20,776009000,124981150.6,"150,400,758.70",Not Available,Not Available,92,157.4,314.5,115615.4,24719.2,,"5501 Old York Rd
(34.994349, -81.10999)"
3968965,JBJ Soul Homes,19130,Residence Hall/Dormitory,75000,2014,1,886806600,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,"1415 Fairmount Avenue
(41.247873, -95.842408)"
3330779,Turner,19143,K-12 School,190000,1971,1,783030800,4124377.8,"5,432,303.40",Not Available,Not Available,28,50.3,98.2,2243.6,840.6,,"5900 BALTIMORE AVE
(28.460677, -80.829856)"
3800039,63636-Philadelphia / Penns Landing,19123,Non-Refrigerated Warehouse,59000,2000,1,884019025,120928.1,Not Available,Not Available,Not Available,100,2,6.4,86,16.2,,"456 N Columbus Ave used to be Deleware
(45.825342, -120.822583)"
3884250,Bala Nursing & Rehabilitation Center,19131,Senior Care Community,44101,1988,1,881446500,3925465.1,"46,661.30",Not Available,Not Available,Not Available,90.1,280.6,68.1,528,,"4001 Ford Rd.
(39.999651, -75.209658)"
3281373,Philadelphia Industrial Correction Center,19136,Prison/Incarceration,200000,1979,1,786504751,20308735.8,"27,466,553.50",Not Available,Not Available,Not Available,238.9,463,81929.7,4177.5,,"8203 State Rd
(38.683576, -90.33381)"
3877251,The Prepartory Charter High School,19145,K-12 School,64748,1950,2,773743300,125890.2,"2,383,232.30",Not Available,Not Available,100,38.8,44.8,414.1,143.4,,"1928 Point Breeze Ave
(39.928293, -75.185412)"
3892250,Saint Hubert's Catholic High School for Girls,19136,K-12 School,163350,1924,1,778301000,1784616.6,"7,278,308.80",Not Available,Not Available,93,55.5,81.1,826.6,625.5,,"7300 Torresdale Avenue
(40.030134, -75.035166)"
3916385,Rodin Place,19130,Office,272000,1989,1,883066600,13756887.2,"228,420.70",Not Available,Not Available,78,57.8,179.5,5170.4,1853.7,,"2000 Hamilton Street
(34.885229, -92.097568)"
3894558,Tucker House Nursing,19123,Senior Care Community,64752,1978,1,881444100,6627240.2,"5,196,215.80",Not Available,Not Available,5,182.6,405.6,8546.2,1163.2,,"1001 Wallace Street
(25.761407, -80.277667)"
3330865,Duckrey,19121,K-12 School,101115,1968,1,784093000,2741420.2,"3,211,528.50",Not Available,Not Available,67,58.9,118.5,243.8,537.6,,"1501 W DIAMOND ST
(39.984951, -75.158364)"
29230,1818 Market St,19103,Office,1375871,1973,1,883033001,39161332.4,Not Available,Not Available,"26,812,283.50",89,66.8,157.1,16745.2,7022.7,,"1818 Market St Suite 1120
(30.354312, -88.548403)"
3762384,Paul's Run,19115,Not Available,Not Available,1981,4,778038005,18846782.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19011.7,Not Available,,"9896 Bustleton ave
(40.097475, -75.03048)"
3891054,Freedom International,19135,Distribution Center,54683,1965,1,884179500,1192866.9,"3,390,531.00",Not Available,Not Available,29,83.8,133.6,177.1,339.8,,"6601 New State Rd
(40.019724, -75.043867)"
3281343,Curran Fromhold Correctional Facility,19136,Prison/Incarceration,436250,1995,1,786504751,54708758.6,"65,490,292.00",Not Available,Not Available,Not Available,275.5,551.4,87208.3,10802.1,,"7901 State Rd
(39.081167, -84.336779)"
3790288,Bridge Industrial Center Associates,19137,Non-Refrigerated Warehouse,160000,1912,1,884213000,220319.7,"130,507.20",Not Available,Not Available,100,2.2,5.2,157.8,36.4,,"2251 Fraley Street
(40.010284, -75.064451)"
3672870,rivers edge,19114,Senior Care Community,53009,1986,1,881435201,3888861.1,"1,678,006.10",Not Available,Not Available,18,105,263.6,4361,609.7,,"9501 state road
(42.784481, -84.373821)"
3668258,Girard Medical Center,19122,Hospital (General Medical & Surgical),279137,1989,1,771032100,14434346.6,"7,547,900.80","9,175,482.30",Not Available,100,112,224.4,25159.2,3022.3,,"801 W. Girard Avenue
(40.920189, -90.656636)"
3980064,9815 Roosevelt Blvd.,19154,Non-Refrigerated Warehouse,78500,1971,1,884266000,1290567.5,"1,386,177.60",Not Available,Not Available,59,34.1,70.2,264.1,246.4,,"9815 Roosevelt Blvd.
(40.086422, -75.022893)"
1297698,PA0144ZZ - PHILADELPHIA CUSTOMHOUSE,19106,Office,567710,1934,1,781049800,20002887.5,"15,833,965.80",-,Not Available,86,63.8,141.5,5296.9,3518.7,,"200 CHESTNUT STREET
(36.94818, -84.10112)"
1048989,Philadelphia,19114,Non-Refrigerated Warehouse,1300752,2000,1,884288400,36734854.4,"17,364,488.20",Not Available,Not Available,61,54.1,133.5,4645.5,5839.8,,"2760 Red Lion Road
(40.091729, -75.011655)"
3890983,1015 Chestnut Street,19107,Office,135000,1940,1,883310000,5690915.7,Not Available,Not Available,"4,645,077.70",77,76.6,173.8,2452.4,1070.2,,"1015 Chestnut Street
(34.01411, -86.017539)"
1134770,PA0000BG - BYRNE GREEN COMPLEX,19106,Other,1834559,1970,1,781208400,54168840.3,"52,364,246.30","46,092.00",Not Available,88,62.3,131.3,28744.6,10034.9,,"600 ARCH STREET
(41.657066, -72.784527)"
3686050,NATIONAL GREYHOUND ADOPTION PROGRAM,19135,Other,66786,1956,1,884351865,Not Available,"995,237.50",Not Available,Not Available,Not Available,14.9,15.6,285.9,52.9,,"6801 NEW STATE ROAD
(40.021064, -75.039309)"
3891494,Pier 78 South,19148,Non-Refrigerated Warehouse,362000,1930,1,884463820,2561322.2,Not Available,Not Available,Not Available,Not Available,7.1,22.2,883.6,342.9,,"1989 S. Columbus Blvd
(39.922233, -75.142136)"
3965450,ANNENBERG and TOMLINSON THEATER,19122,College/University,120576,2000,1,777570800,7917225.3,155.9,Not Available,"8,649,789.80",Not Available,137.4,292.5,2946.7,1634.2,,"2020 N. 13TH
(30.435727, -87.203827)"
1452163,American College of Physicians Headquarters,19106,Office,322610,1998,1,771523010,13315408.5,"6,611,600.00",Not Available,Not Available,88,73.7,180.4,3198.5,2133.6,,"190 N. Independence Mall West
(39.952687, -75.149957)"
3330736,Gompers,19131,K-12 School,56000,1949,1,783766600,1024459.5,"209,585.50","5,990,303.60",Not Available,21,129,169.4,92,592.8,,"5701 WYNNEFIELD AVE
(39.991969, -75.237521)"
3620094,2828 Charter Rd.,19154,Other,276000,1957,1,884290500,5431965.4,"11,160,339.80",Not Available,Not Available,Not Available,60.1,104.3,541.2,1319.9,,"2828 Charter Rd.
(40.096316, -75.005304)"
3694574,Overbrook Shop,19131,Other - Public Services,200000,1994,1,521034500,6560197.8,"8,932,766.50",Not Available,Not Available,Not Available,77.5,149.9,366.5,1352.6,,"5320 West Jefferson Street
(29.940431, -93.930007)"
3687631,The Wistar Institute,19104,Laboratory,255427,1894,1,773542000,42768567,"77,422.60",Not Available,"34,005,956.50",Not Available,300.9,686.2,14868.3,7987.3,,"3601 Spruce Street
(39.950861, -75.195902)"
3512076,GLC 11310/1631 ARCH ST/PHILADELPHIA/PA,19103,Office,160661,1905,1,772614000,39082344.6,Not Available,Not Available,"4,737,325.90",1,272.7,799.3,3911,5546.3,,"1631 ARCH ST
(39.954987, -75.167739)"
4470406,Chestnut Hill Hospital,19118,Hospital (General Medical & Surgical),473062,1921,1,775001000,41152848.5,"53,280,181.80","129,996.00",Not Available,52,199.9,391.7,25450.2,8348.6,,"8835 Germantown Ave.
(40.078271, -75.211419)"
3673215,Farm Journal,19107,Medical Office,102855,1910,1,771005500,10277090.7,"7,129.10",Not Available,"7,646,044.70",12,174.3,403.2,4078.6,1883.8,,"230 S. 7th St
(35.247061, -112.193173)"
4123417,Distribution Center #9001,19153,Non-Refrigerated Warehouse,385000,1969,1,773102500,9533312.2,"14,767,848.80",Not Available,Not Available,55,63.1,118,446.9,2060.6,,"8201 Enterprise Avenue
(39.886162, -75.218212)"
2851085,Juniper Residence Hall,19107,Residence Hall/Dormitory,79233,1923,1,772508070,3826097.4,"4,874,490.30",Not Available,Not Available,30,109.8,216.2,5667,771.1,,"311 South Juniper Street
(43.566109, -116.567223)"
1273633,PECO G and Luzerne Service Center,19124,Other,22230,1951,1,775618005,1140399.6,"1,375,147.90",Not Available,Not Available,Not Available,113.2,226,0.2,225.7,,"4000 G Street
(40.805281, -96.662917)"
3569461,301 E. CHELTEN AVENUE,19144,Other,85000,1930,1,883550200,4189758.6,"665,241.90",Not Available,Not Available,Not Available,57.1,163,100,596.2,,"301 E. CHELTEN AVENUE
(40.039314, -75.171143)"
3957443,"3265 S 61ST ST ""Jerry's Corner""",19153,Other - Mall,55200,1955,1,882089000,2929360.3,"1,205,395.20",Not Available,Not Available,Not Available,74.9,189.6,834,456.2,,"3265 S 61ST ST
(39.9187, -75.209618)"
3788593,ST. ANSELM ANNEX,19154,Office,10764,1970,1,778144000,151962.5,"778,446.30",Not Available,Not Available,73,86.4,120.3,28.4,61.7,,"12700 DUNKS FERRY RD.
(40.102301, -74.971062)"
3776449,Calvary Temple Church,19145,Worship Facility,53259,1965,1,773224000,726847.1,"1,453,952.50",Not Available,Not Available,Not Available,40.9,71.5,333.7,174.5,,"3301 S. 20th. St.
(39.910242, -75.182552)"
3952478,Constitution Health Plaza,19145,Medical Office,289700,1920,5,773010000,17636375.5,"67,704,096.00",Not Available,Not Available,Not Available,309.2,458.2,17105,5957,,"1930 South Broad Street
(39.926179, -75.169312)"
4096814,777 Brewster Avenue,19153,Non-Refrigerated Warehouse,107076,1978,2,884165500,3322987.1,"2,264,894.70",Not Available,Not Available,Not Available,52.2,119.7,742.8,565.1,,"777 Brewster Avenue
(41.819544, -87.879011)"
3751830,St. Matthew Church (correct),19149,K-12 School,140800,1937,4,778130000,1994464.5,"8,537,518.50",Not Available,Not Available,65,74.8,108.1,2367.3,720.5,,"3000 Cottman Ave.
(40.04235, -75.050629)"
3607693,"135 South 18th Street, Philadelphia",19103,Multifamily Housing,99722,1912,1,883707000,4515406.7,"2,322,955.90",Not Available,Not Available,9,68.6,166.6,2508.2,727.8,,"135 South 18th Street
(32.977111, -111.549061)"
4495651,Hawthorn Suites Philadelphia Airport,19153,Hotel,100000,1994,5,883741000,4219320.1,"1,387,631.90",Not Available,Not Available,28,56.1,147.1,2680.9,638.5,,"4521 Island Avenue
(39.888542, -75.232932)"
3656455,Franklin Towne Charter Elementary School,19137,K-12 School,110000,2011,1,882126005,4544186.9,"1,135,767.80",Not Available,Not Available,57,51.6,140.6,697,668.6,,"4259 Richmond Street
(39.996332, -75.075429)"
3330811,Vare EH,19139,K-12 School,123019,1980,1,782808000,2270129.2,"361,269.70","11,127,906.10",Not Available,30,114.7,156.2,751,1148.9,,"2101 S 24TH ST
(39.906038, -91.377679)"
4020021,12 SOUTH 23RD STREET,19103,Parking,138576,1981,1,883426600,5739495.8,Not Available,Not Available,Not Available,Not Available,92,288.7,683.3,768.3,,"12 S. 23RD STREET
(31.099414, -97.353252)"
2474727,PA0000AT - WISSAHICKON FED BLDG,19144,Office,449021,1998,1,784484000,48322844.1,"5,760,997.60","125,442.00",Not Available,37,120.7,342.9,11337,6784.1,,"5000 WISSAHICKON AVE
(40.01853, -75.173368)"
3120916,GLC 16200/900 RACE ST/PHILADELPHIA/PA,19107,Office,977314,1905,1,771618000,74785990.2,Not Available,Not Available,"4,469,416.80",Not Available,Not Available,Not Available,9609,10308,,"900 RACE ST
(40.758412, -86.359421)"
3512080,GLC 13080/5650 CHESTNUT ST/PHILADELPHIA/PA,19139,Office,75676,1905,1,774605005,6748895.1,Not Available,Not Available,Not Available,18,89.2,280,1105,903.4,,"5650 CHESTNUT ST
(33.155002, -87.460487)"
3330772,School of the Future,19104,K-12 School,162000,2006,1,783172380,8304920.6,"7,023,513.60",Not Available,Not Available,12,94.5,206.2,994.2,1484.8,,"4021 PARKSIDE AVE
(42.09611, -80.071676)"
3954641,Sheraton Philadelphia Downtown,19103,Hotel,800562,1980,1,883720000,14302936.8,"2,493,039.90",Not Available,"28,056,611.40",96,56.4,102.2,49015.4,3910,,"201 North 17th Street
(35.963354, -83.936138)"
3512105,GLC 16600/423 S 17TH ST/PHILADELPHIA/PA,19146,Office,59101,1905,1,772614900,13061125.8,Not Available,Not Available,Not Available,1,221,693.9,130,1748.4,,"423 S 17TH ST
(38.312657, -88.910436)"
3858184,Norwood-Fontbonne Academy,19118,K-12 School,86394,1920,7,775537000,1381558,"2,125,217.90",Not Available,Not Available,82,40.6,76,19008.7,297.8,,"201 Sunset Ave
(37.37831, -122.042316)"
3330961,Washington Grover,19120,K-12 School,149500,2000,1,785373150,4080598.5,"4,939,914.80",Not Available,Not Available,70,60.3,120.4,873,808.6,,"201 E OLNEY ST
(36.188026, -95.339792)"
3330763,Holme,19114,K-12 School,73000,1950,1,786002100,2219988.1,"4,199,351.80",Not Available,Not Available,16,87.9,155.9,2325.7,520.2,,"9120 ACADEMY RD
(40.053103, -75.00856)"
3891499,Pier 78 South Annex,19148,Non-Refrigerated Warehouse,208000,1996,1,884463830,867058.1,Not Available,Not Available,Not Available,95,4.2,13.1,39.9,116.1,,"2001 S. Columbus Blvd
(39.92214, -75.142075)"
3696167,Eastern Surplus,19135,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",80140,1950,2,884177825,497116.5,"550,460.90",Not Available,Not Available,Not Available,13.1,26.7,67.1,95.8,,"5825 Tacony St
(40.012849, -75.057717)"
3330789,Penn Alexander,19104,K-12 School,84357,2002,1,773151500,4606353.5,"3,060,640.60",Not Available,Not Available,10,90.9,209.6,871.8,779.2,,"4209 SPRUCE ST
(38.756957, -82.932216)"
3330933,Shawmont,19128,K-12 School,83510,1929,1,784401200,1111327.3,"5,668,858.10",Not Available,Not Available,33,81.2,113.1,357.9,449.9,,"535 SHAWMONT AVE
(40.052298, -75.238052)"
3879811,Fox Chase Cancer Center,19111,Other,1086260,1947,10,778022500,100443001.9,"64,540,929.30","24,315.60",Not Available,Not Available,271,629.2,46603.6,16875.8,,"333 Cottman Ave
(40.078306, -75.112656)"
3977234,Eastern Electrical Liquidators,19121,Non-Refrigerated Warehouse,100000,1800,2,884100600,445725.9,"414,174.50",Not Available,Not Available,Not Available,8.6,18.3,91.1,81.7,,"1511 N 26th St
(33.443142, -111.775615)"
3512113,GLC 19100/1601 JEFFERSON ST/PHILADELPHIA/PA,19121,Office,54931,1905,1,772616000,6727211.8,Not Available,Not Available,Not Available,2,122.5,384.5,154,900.5,,"1601 JEFFERSON ST
(35.38487, -118.974716)"
3969866,BIOLOGY,19122,College/University,168651,2000,1,777570400,18242432,"13,189.40",Not Available,"96,155,336.60",Not Available,856.9,1204.1,22859.8,10413.8,,"1900 N. 12TH
(36.071128, -95.775971)"
3875677,Holiday Inn Express Penns Landing,19106,Hotel,87000,1986,1,883710500,4189594.8,"3,310,047.00",Not Available,Not Available,38,86.2,191.2,4919,736.7,,"100 North Columbus Blvd.
(39.952439, -75.140357)"
3330777,Sulzberger,19139,K-12 School,120000,1924,1,783707600,1413248,"9,210,193.10",Not Available,Not Available,20,88.5,117.6,1079.5,678.4,,"4725 FAIRMOUNT AVE
(39.041817, -94.604383)"
1060573,1700 Market Street,19103,Office,925698,1968,1,883032000,53580410.2,Not Available,Not Available,"23,080,930.10",79,82.8,211.7,13352.8,8705.1,,"1700 Market Street
(37.967583, -122.047622)"
3330945,Harding,19124,K-12 School,129264,1924,1,786550200,1661415.1,"10,922,243.40",Not Available,Not Available,59,97.3,129.1,122,802.5,,"2000 WAKELING ST
(40.013137, -75.07354)"
3687914,"Arbill Industries, Inc.",19154,Distribution Center,98719,1968,1,884284000,1900053.4,"2,938,325.20",Not Available,Not Available,65,49.7,92.9,355,410.4,,"10450 Drummond Road
(40.08577, -74.995125)"
4567894,West Philadelphia Community,19139,Outpatient Rehabilitation/Physical Therapy,54240,1919,1,774713050,428641,"465,277.30",Not Available,Not Available,Not Available,16.5,33.8,300.5,82.1,,"137 S. 58th Street
(39.958631, -75.237403)"
3751369,Lutheran Theological Seminary of Philadelphia,19119,College/University,259257,1889,6,775515000,5194084.2,"6,211,161.90",-,Not Available,Not Available,44,88.1,1519.2,1025.2,,"7301 Germantown Ave.
(40.061506, -75.192045)"
3960850,Penn Dion,19123,Other,90000,1900,1,884027115,753683.2,Not Available,Not Available,Not Available,Not Available,8.4,26.3,861,100.9,,"915 Spring Garden Street
(39.961666, -75.153561)"
3281341,Art Museum Main Bldg & Perelman Bldg,19130,Other - Entertainment/Public Assembly,804000,1929,2,782513700,58243522.4,"908,535.60",Not Available,"91,120,800.70",Not Available,186.9,365,24934.9,13895.3,,"2600 Ben Franklin Pkwy
(33.815468, -81.442041)"
1440658,"United Plaza Lease, L.P.",19103,Office,699896,1975,1,883051500,45877479,Not Available,Not Available,"11,583,014.60",77,80,220,10816.3,6910.5,,"30 South 17th Street
(39.468007, -87.390689)"
3875829,Grata Data Center,19141,Data Center,41740,1962,1,776012000,9463803,"171,848.00",Not Available,Not Available,Not Available,230.8,716.3,1046.2,1276,,"1000 W Tabor Rd
(40.036848, -75.138478)"
3811532,"Julius Silvert, Inc",19426,Food Sales,102000,1970,1,884052000,5970901.1,"1,136,849.00",Not Available,Not Available,Not Available,69.7,195.5,101382,859.7,,"231 E Luzerne Street
(40.010408, -75.123517)"
3824714,laundry mall,19134,"Personal Services (Health/Beauty, Dry Cleaning, etc.)",47000,1905,1,884526200,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,160.1,,"413 E. Allegheny Ave.
(39.997676, -75.12253)"
3958054,"9300 Ashton Rd,",19114,Non-Refrigerated Warehouse,77576,1970,1,884227015,323581.7,"236,411.40",Not Available,Not Available,98,7.2,16.3,157.3,55.9,,"9300 Ashton Rd., Units 2 and 3
(40.067297, -75.017862)"
3335468,Kensington HS Business-Urban,19125,K-12 School,108000,1917,1,786085600,2032047,"558,618.20","7,186,211.60",Not Available,45,90.5,131.7,847.2,835,,"2075 E CUMBERLAND ST
(39.984166, -75.126632)"
3330761,Forrest,19136,K-12 School,63250,1928,1,786039800,1188225.2,"1,527,800.50","4,148,832.60",Not Available,33,108.5,150.6,574,548.1,,"7300 COTTAGE ST
(40.033315, -75.037759)"
3330838,Kirkbride,19147,K-12 School,57000,1926,1,781082800,820071.8,"156,292.00","4,695,864.10",Not Available,24,99.5,131.3,881.8,466.6,,"1501 S 7TH ST
(32.964248, -111.528952)"
