TCAD or WCAD Property ID(s),Floor Area (sqft),Building Type,Reported Portfolio Manager Energy Star Score,Reported Portfolio Manager Site kBTU/sqft,As of,Address
191954,51480,Warehouse (Unrefrigerated),,363.8,03/13/2014 12:00:00 AM,"1700 E 4TH ST
AUSTIN, TX 78702
(30.260306483000477, -97.72477096799969)"
377939,30737,Retail,77.5,44.7,03/13/2014 12:00:00 AM,"4501 W BRAKER LA
AUSTIN, TX 78759
(30.400193544000444, -97.74356043999967)"
548525,135401,Retail,77,61.5,03/13/2014 12:00:00 AM,"13000 N IH 35
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
371590,41200,Office,,,03/13/2014 12:00:00 AM,"6006 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.21317764300045, -97.71532648499965)"
316275,32430,K-12 School,84.7,55.7,03/13/2014 12:00:00 AM,"1901 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.215693329000487, -97.74680927599968)"
460889,59809,Hotel,63.6,91,03/13/2014 12:00:00 AM,"9409 STONELAKE BLVD
AUSTIN, TX 78759
(30.385683342000448, -97.74028791699965)"
319682,86383,College/University (Campus-Level),,103,03/13/2014 12:00:00 AM,"1820 W STASSNEY LA
AUSTIN, TX 78745
(30.214806206000446, -97.79620862999968)"
203513,48000,House of Worship,1,1459.2,03/13/2014 12:00:00 AM,"2203 SAN ANTONIO ST
AUSTIN, TX 78705
(30.285558096000443, -97.74279886499966)"
461009,72834,Hotel,7.9,58.6,03/13/2014 12:00:00 AM,"9701 STONELAKE BLVD
AUSTIN, TX 78759
(30.387920692000478, -97.73824125699969)"
547842,80275,Warehouse (Unrefrigerated),30.5,74.2,03/13/2014 12:00:00 AM,"2433 RUTLAND DR
AUSTIN, TX 78758
(30.382684417000462, -97.72196036299965)"
726208,201455,Office,36,86,03/13/2014 12:00:00 AM,"7171 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.252304612000444, -97.86261965799969)"
783005,62984,Retail,73,16,03/13/2014 12:00:00 AM,"6517 BURLESON RD
AUSTIN, TX 78734
(30.20385515500044, -97.71325376799967)"
225503,30985,Retail,,,03/13/2014 12:00:00 AM,"5621 AIRPORT BLVD
AUSTIN, TX 78751
(30.318606675000467, -97.71285343799968)"
255876,42560,Non-Refrigerated Warehouse,,,03/13/2014 12:00:00 AM,"3306 LONGHORN BLVD
AUSTIN, TX 78758
(30.38345665200046, -97.73190111299965)"
194617,79404,Office,81,65.8,03/13/2014 12:00:00 AM,"611 E 6TH ST
AUSTIN, TX 78701
(30.26633394400045, -97.73667783699966)"
547843,32500,Non-Refrigerated Warehouse,,,03/13/2014 12:00:00 AM,"2106 DENTON DR
AUSTIN, TX 78758
(30.385435800000437, -97.71321823599965)"
192820,450447,Office,79.6,96.6,03/13/2014 12:00:00 AM,"301 CONGRESS AVE
AUSTIN, TX 78701
(30.26545984900048, -97.74374165499967)"
319236,59298,Hotel,6.8,71.5,03/13/2014 12:00:00 AM,"4320 S IH 35
AUSTIN, TX 78745
(30.20688170000045, -97.7956469989997)"
192777,129105,Other,,195.8,03/13/2014 12:00:00 AM,"400 W CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.264397434000443, -97.74817253099968)"
197000,38042,Office,28.9,80.8,03/13/2014 12:00:00 AM,"1220 COLORADO ST
AUSTIN, TX 78701
(30.275221753000437, -97.74210953899967)"
187332,170200,Multifamily Housing,,62.5,03/13/2014 12:00:00 AM,"21 WALLER ST
AUSTIN, TX 78702
(30.253713160000473, -97.7354221009997)"
196728,58537,Other,,84,03/13/2014 12:00:00 AM,"812 SAN ANTONIO ST
AUSTIN, TX 78701
(30.271791704000464, -97.74645987499969)"
283424,63938,K-12 School,81.7,38.5,03/13/2014 12:00:00 AM,"2000 SUNSET LA
AUSTIN, TX 78704
(30.242780136000476, -97.76555783599969)"
176237,57190,Other,,70.4,03/13/2014 12:00:00 AM,"13376 N US 183 HWY
AUSTIN, TX 78750
(30.43159235000047, -97.80135633599969)"
461024,127016,Office,55.3,69.2,03/13/2014 12:00:00 AM,"4400 W BRAKER LA
AUSTIN, TX 78759
(30.40037625700046, -97.74258675399966)"
442969,78932,K-12 School,92.8,30.8,03/13/2014 12:00:00 AM,"1001 W BRAKER LA
AUSTIN, TX 78758
(30.383635498000444, -97.69049297099968)"
496415,43695,Office,,194.4,03/13/2014 12:00:00 AM,"7501 N CAPITAL OF TX HWY
AUSTIN, TX 78731
(30.37512788400045, -97.78133244499969)"
121477,52443,Office,63.6,61.6,03/13/2014 12:00:00 AM,"3500 JEFFERSON ST
AUSTIN, TX 78731
(30.308058324000456, -97.75143557899969)"
228184,89455,Office,73.1,60.4,03/13/2014 12:00:00 AM,"6330 E US 290 HWY
AUSTIN, TX 78754
(30.35125319900044, -97.65755837899968)"
225461,45274,Hotel,33.6,74.6,03/13/2014 12:00:00 AM,"5812 N IH 35
AUSTIN, TX 78751
(30.31036235200048, -97.72429766299967)"
380597,28394,Hotel,41,70.9,03/13/2014 12:00:00 AM,"4525 S IH 35
AUSTIN, TX 78744
(30.188402392000455, -97.7461486959997)"
225500,28394,Hotel,46.2,76.6,03/13/2014 12:00:00 AM,"959 REINLI ST
AUSTIN, TX 78751
(30.319055566000486, -97.70846283199967)"
270747,83500,Warehouse (Unrefrigerated),96,7.3,03/13/2014 12:00:00 AM,"12900 N MOPAC EXPY
AUSTIN, TX 78727
(30.425227073000485, -97.70312005899967)"
192823,33908,Office,52,73.4,03/13/2014 12:00:00 AM,"327 CONGRESS AVE
AUSTIN, TX 78701
(30.266039026000442, -97.7435118789997)"
319240,46754,Hotel,73.1,57.5,03/13/2014 12:00:00 AM,"4200 S IH 35
AUSTIN, TX 78745
(30.20688170000045, -97.7956469989997)"
310013,93507,K-12 School,47.9,63.2,03/13/2014 12:00:00 AM,"3800 S 2ND ST
AUSTIN, TX 78704
(30.229006092000475, -97.77108611899968)"
197019,41121,Other,,113.5,03/13/2014 12:00:00 AM,"1115 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.272948871000438, -97.73830166199969)"
460591,79410,Non_refrigerated Warehouse,100,2.7,03/13/2014 12:00:00 AM,"10707 N IH 35
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
334344,25758,Office,6.4,42.4,03/13/2014 12:00:00 AM,"305 NORTH BLUFF DR
AUSTIN, TX 78745
(30.197484216000475, -97.77495084699967)"
430781,83042,K-12 School,90.8,31.2,03/13/2014 12:00:00 AM,"9400 TEXAS OAKS DRIVE
AUSTIN, TX 78748
(30.174948455000447, -97.8144414309997)"
536325,114000,Retail,38.1,79.2,03/13/2014 12:00:00 AM,"13309 N IH 35
AUSTIN, TX 78728
(30.448190271000442, -97.68300707699967)"
548021,86376,Warehouse (Unrefrigerated),42.8,16,03/13/2014 12:00:00 AM,"11406 METRIC BLVD
AUSTIN, TX 78758
(30.39350636700044, -97.70764677399967)"
501627,130804,Data Center,76.2,2510.8,03/13/2014 12:00:00 AM,"11400 N LAMAR BLVD
AUSTIN, TX 78753
(30.38333465800048, -97.68562741499966)"
224829,44452,K-12 School,84.7,39.5,03/13/2014 12:00:00 AM,"2117 W 49TH ST
AUSTIN, TX 78756
(30.32044724800045, -97.74024646299966)"
461007,45868,Hotel,59.9,51.1,03/13/2014 12:00:00 AM,"10100 N CAPITAL OF TX HWY
AUSTIN, TX 78759
(30.390407952000487, -97.73642555699968)"
255049,113059,Hotel,39,98.8,03/13/2014 12:00:00 AM,"8901 BUSINESS PARK DR
AUSTIN, TX 78759
(30.37891088900045, -97.74115845799969)"
230752,53775,Office,47,91.2,03/13/2014 12:00:00 AM,"2323 RIDGEPOINT DR
AUSTIN, TX 78754
(30.329755523000472, -97.67618885599967)"
426075,140986,Warehouse (Unrefrigerated),21.2,28.8,03/13/2014 12:00:00 AM,"9011 TUSCANY WAY
AUSTIN, TX 78754
(30.336766043000466, -97.65890832099967)"
240428,62360,Warehouse (Unrefrigerated),99,2.6,03/13/2014 12:00:00 AM,"8525 N LAMAR BLVD
AUSTIN, TX 78753
(30.35392695300044, -97.70477339599967)"
547969,20880,Office,86.3,40.9,03/13/2014 12:00:00 AM,"10407 BURNET RD
AUSTIN, TX 78758
(30.387570106000453, -97.72301093499965)"
107093,163268,Office,73,68.3,03/13/2014 12:00:00 AM,"1717 W 6TH ST
AUSTIN, TX 78703
(30.27612545800048, -97.76498285599968)"
212652,25907,Office,27.9,88.2,03/13/2014 12:00:00 AM,"801 W 34TH ST
AUSTIN, TX 78705
(30.30169449200048, -97.7427124029997)"
236510,29458,Office,78,43.9,03/13/2014 12:00:00 AM,"223 W ANDERSON LA
AUSTIN, TX 78752
(30.34454524500046, -97.70697165999968)"
508021,31208,Wastewater,52.8,,03/13/2014 12:00:00 AM,"13009 FALLWELL LA
DEL VALLE, TX 78617
(30.212003893000485, -97.6119251619997)"
134339,78424,Office,36.3,82.2,03/13/2014 12:00:00 AM,"6300 BRIDGE POINT PKWY
AUSTIN, TX 78730
(30.35417804800045, -97.80126487399968)"
785778,122400,Warehouse (Unrefrigerated),1,210,03/13/2014 12:00:00 AM,"6301-8 E STASSNEY LN
AUSTIN, TX 78744
(30.19591219700044, -97.75915872799965)"
116504,79636,Office,86,49.9,03/13/2014 12:00:00 AM,"3700 LAKE AUSTIN BLVD
AUSTIN, TX 78703
(30.293943715000466, -97.78358874599968)"
258653,60652,K-12 School,82.5,34.5,03/13/2014 12:00:00 AM,"1501 DESSAU RIDGE LN
AUSTIN, TX 78754
(30.401015524000456, -97.64269256899968)"
235484,51000,Warehouse (Unrefrigerated),62.5,19.2,03/13/2014 12:00:00 AM,"8606 WALL ST
AUSTIN, TX 78754
(30.338714397000444, -97.67392663399966)"
445813,83572,K-12 School,71,39.3,03/13/2014 12:00:00 AM,"2102 E FARO DR
AUSTIN, TX 78741
(30.22847269500045, -97.71331906999967)"
213577,90000,Office,,,03/13/2014 12:00:00 AM,"5010 OLD MANOR RD
AUSTIN, TX 78723
(30.298873228000446, -97.6908281579997)"
291808,33180,Warehouse (Unrefrigerated),,,03/13/2014 12:00:00 AM,"4007 COMMERCIAL CENTER DR
AUSTIN, TX 78744
(30.211934013000473, -97.74047505299967)"
206876,87297,Hospital (General Medical and Surgical),99.4,83,03/13/2014 12:00:00 AM,"1015 E 32ND ST
AUSTIN, TX 78722
(30.289634833000434, -97.72421310999965)"
240341,72121,K-12 School,67.8,48.1,03/13/2014 12:00:00 AM,"8000 LAZY LA
AUSTIN, TX 78757
(30.353186697000467, -97.7188856359997)"
522984,72000,Office,,,03/13/2014 12:00:00 AM,"6500 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.391518928000437, -97.84769491299966)"
194447,164278,Office,73.8,74.7,03/13/2014 12:00:00 AM,"919 CONGRESS AVE
AUSTIN, TX 78701
(30.271609304000435, -97.74145219199966)"
522984,120000,Office,,,03/13/2014 12:00:00 AM,"6500 RIVER PLACE BLVD
AUSTIN, TX 78730
(30.391518928000437, -97.84769491299966)"
300239,41491,Entertainment/Culture,,,03/13/2014 12:00:00 AM,"9201 CIRCUIT OF THE AMERCIAS BLVD
AUSTIN, TX 78716
(30.273521050000454, -97.79924900799966)"
783954,139632,Office,91.4,60.1,03/13/2014 12:00:00 AM,"6500 TRACOR LANE
AUSTIN, TX 78725
(30.277226915000483, -97.66063739099968)"
"196735, 196759",554488,Office,59.6,75,03/13/2014 12:00:00 AM,"509 W 11TH ST
AUSTIN, TX 78701
(30.27420434500044, -97.74652738599968)"
509472,52611,K-12 School,88.5,37.8,03/13/2014 12:00:00 AM,"4500 MANCHACA RD
AUSTIN, TX 78745
(30.227567035000448, -97.78987677599969)"
"287929, 363710",110100,College/University (Campus-Level),,109.2,03/13/2014 12:00:00 AM,"1106 GROVE BLVD
AUSTIN, TX 78741
(30.235516792000453, -97.70407577899965)"
774328,77862,Hotel,42.3,85.5,03/13/2014 12:00:00 AM,"11601 DOMAIN DR
AUSTIN, TX 78758
(30.40282885500045, -97.7240318959997)"
242251,47318,Office,77.7,54.5,03/13/2014 12:00:00 AM,"7320 N MOPAC EXPY
AUSTIN, TX 78749
(30.355774632000475, -97.74740740299967)"
R496856,174448,Office,21.9,87.5,03/13/2014 12:00:00 AM,"13805 RESEARCH BLVD
AUSTIN, TX 78750
(30.463982289000455, -97.79457177599966)"
478047,78276,Hotel,9.2,67.3,03/13/2014 12:00:00 AM,"10201 STONELAKE BLVD
AUSTIN, TX 78759
(30.393505183000457, -97.73956897999966)"
711539,150776,Retail,30.8,119.9,03/13/2014 12:00:00 AM,"4301 W WILLIAM CANNON DR A-100
AUSTIN, TX 78749
(30.222226532000434, -97.83897529099966)"
726208,115497,Other,,,03/13/2014 12:00:00 AM,"7171 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.252304612000444, -97.86261965799969)"
375825,77000,Automobile Dealership,,80.3,03/13/2014 12:00:00 AM,"11750 N US 183 HWY
AUSTIN, TX 78747
(30.13616239200047, -97.75873617699966)"
312778,17118,K-12 School,37.5,54.7,03/13/2014 12:00:00 AM,"1701 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.22819477100046, -97.78559039799967)"
723853,169045,K-12 School,23.7,73,03/13/2014 12:00:00 AM,"7412 W SLAUGHTER LN
AUSTIN, TX 78749
(30.21562633400049, -97.89310291599969)"
204249,48245,Distribution Center,,31.5,03/13/2014 12:00:00 AM,"2832 E MLK BLVD
AUSTIN, TX 78702
(30.281558345000462, -97.71032472399969)"
505333,90000,Warehouse (Unrefrigerated),6.1,76.8,03/13/2014 12:00:00 AM,"600 CENTER RIDGE DR
AUSTIN, TX 78753
(30.41476770300045, -97.66603728199965)"
783953,100000,Office,84.6,97.4,03/13/2014 12:00:00 AM,"4201 ED BLUESTEIN BLVD
AUSTIN, TX 78721
(30.278845609000484, -97.66703479599965)"
202863,48945,K-12 School,78.8,44.3,03/13/2014 12:00:00 AM,"1203 SPRINGDALE RD
AUSTIN, TX 78721
(30.279464308000456, -97.68673483899966)"
738697,241875,Warehouse (Unrefrigerated),67.8,17.9,03/13/2014 12:00:00 AM,"820 W HOWARD LA
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
726208,207945,Office,34,97,03/13/2014 12:00:00 AM,"7171 SOUTHWEST PKWY
AUSTIN, TX 78735
(30.252304612000444, -97.86261965799969)"
245933,42846,Other,,,03/13/2014 12:00:00 AM,"8440 BURNET RD
AUSTIN, TX 78757
(30.366428396000458, -97.72817140699965)"
551820,116000,Office,87.5,58.4,03/13/2014 12:00:00 AM,"5408 E OLTORF ST
AUSTIN, TX 78741
(30.219206288000464, -97.7188086489997)"
489605,103327,Warehouse (Unrefrigerated),99.8,5.4,03/13/2014 12:00:00 AM,"5220 W US HWY 290
AUSTIN, TX 78735
(30.237048185000447, -97.83346241299967)"
477612,49877,Office,35.2,70.3,03/13/2014 12:00:00 AM,"1825 KRAMER LA
AUSTIN, TX 78758
(30.38685464700046, -97.70658115899965)"
377516,47986,Hotel,44.8,57.5,03/13/2014 12:00:00 AM,"6300 E US 290 HWY
AUSTIN, TX 78752
(30.332252490000485, -97.70383703299967)"
312657,52442,Retail Store,,,03/13/2014 12:00:00 AM,"500 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.226676359000464, -97.7687279599997)"
192780,129105,Other,73.7,101.2,03/13/2014 12:00:00 AM,"200 W CESAR CHAVEZ ST
AUSTIN, TX 78726
(30.263747193000484, -97.74599321799968)"
194653,12946,"Service (Vehicle Repair/Service, Postal Service)",,75.6,03/13/2014 12:00:00 AM,"700 E 7TH ST
AUSTIN, TX 78701
(30.267127498000434, -97.73562252699969)"
372442,53677,Hotel,79.6,71.9,03/13/2014 12:00:00 AM,"4533 S IH 35
AUSTIN, TX 78744
(30.188402392000455, -97.7461486959997)"
338023,71547,Supermarket/Grocery Store,72.5,245.2,03/13/2014 12:00:00 AM,"6607 S IH 35
AUSTIN, TX 78745
(30.20688170000045, -97.7956469989997)"
232150,78585,Warehouse (Unrefrigerated),89.4,5.8,03/13/2014 12:00:00 AM,"906 JUSTIN LN
AUSTIN, TX 78757
(30.33734640400047, -97.72080793299966)"
194971,70071,K-12 School,59.6,51.5,03/13/2014 12:00:00 AM,"1712 E 11TH ST
AUSTIN, TX 78702
(30.266736643000456, -97.72236069399969)"
460019,61306,Warehouse (Refrigerated),99,21.2,03/13/2014 12:00:00 AM,"1130 RUTHERFORD LA
AUSTIN, TX 78754
(30.35125319900044, -97.65755837899968)"
422330,113252,Office,77,83.9,03/13/2014 12:00:00 AM,"2600 VIA FORTUNA
AUSTIN, TX 78746
(30.253948573000457, -97.79980094399968)"
426072,65839,Hotel,8,98.9,03/13/2014 12:00:00 AM,"7522 N IH 35
AUSTIN, TX 78752
(30.332252490000485, -97.70383703299967)"
311233,39690,Office,81,60.6,03/13/2014 12:00:00 AM,"4009 BANISTER LA
AUSTIN, TX 78704
(30.229364968000482, -97.77827429999968)"
729005,93649,K-12 School,75.5,50.6,03/13/2014 12:00:00 AM,"8601 VERTEX BLVD
AUSTIN, TX 78747
(30.15739669000044, -97.75259393199968)"
554320,79450,K-12 School,78.8,43.5,03/13/2014 12:00:00 AM,"2817 KENTISH DRIVE
AUSTIN, TX 78748
(30.189095043000464, -97.83211282099967)"
312778,11000,Medical Office,20.6,113,03/13/2014 12:00:00 AM,"1701 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.22819477100046, -97.78559039799967)"
273269,17121,Retail,,95.4,03/13/2014 12:00:00 AM,"13717 BURNET RD
AUSTIN, TX 78727
(30.437794994000456, -97.69867960899967)"
235524,228452,Warehouse (Unrefrigerated),60.7,37.8,03/13/2014 12:00:00 AM,"9024 TUSCANY WAY
AUSTIN, TX 78754
(30.337574686000437, -97.66075765199969)"
578740,94981,Retail,36.9,82.3,03/13/2014 12:00:00 AM,"8801 S IH 35
AUSTIN, TX 78744
(30.188402392000455, -97.7461486959997)"
246643,80993,Supermarket/Grocery Store,15.5,372.4,03/13/2014 12:00:00 AM,"9414 N LAMAR BLVD
AUSTIN, TX 78753
(30.363765843000465, -97.69666729799968)"
548254,149148,Office,4.2,165,03/13/2014 12:00:00 AM,"11501 BURNET RD
AUSTIN, TX 78758
(30.400220785000442, -97.7187008679997)"
291828,63519,Warehouse (Unrefrigerated),94.5,7.9,03/13/2014 12:00:00 AM,"3725 DROSSETT DR
AUSTIN, TX 78744
(30.21173174100045, -97.73049976299967)"
547846,34650,Non-Refrigerated Warehouse,,,03/13/2014 12:00:00 AM,"2210 DENTON DR
AUSTIN, TX 78758
(30.38675641700047, -97.71591868999968)"
797148,132605,Data Center,11.3,129.3,03/13/2014 12:00:00 AM,"4100 SMITH SCHOOL RD
AUSTIN, TX 78744
(30.196968728000456, -97.7138076389997)"
228181,135288,Senior Care Facility,,,03/13/2014 12:00:00 AM,"1130 CAMINO LA COSTA
AUSTIN, TX 78752
(30.324207748000447, -97.69629657699966)"
568757,86625,K-12 School,68.1,37,03/13/2014 12:00:00 AM,"11300 SAMSUNG BLVD
AUSTIN, TX 78754
(30.360955240000465, -97.63991631299967)"
294846,187110,K-12 School,70.2,39.4,03/13/2014 12:00:00 AM,"5701 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.189880307000465, -97.7449213269997)"
111180,49632,Office,97,30.2,03/13/2014 12:00:00 AM,"1120 S CAPITAL OF TX HWY
AUSTIN, TX 78746
(30.283212965000473, -97.82397474299967)"
459999,158300,Data Center,,632.1,03/13/2014 12:00:00 AM,"1300 PARK CENTER DR
AUSTIN, TX 78753
(30.34005633300046, -97.68537868999965)"
R379574,76615,Warehouse (Unrefrigerated),93.3,8.4,03/13/2014 12:00:00 AM,"13675 RESEARCH BLVD
AUSTIN, TX 78750
(30.45544743400046, -97.7913797919997)"
189299,64428,K-12 School,88.4,39,03/13/2014 12:00:00 AM,"84 ROBERT T. MARTIN JR. ST
AUSTIN, TX 78702
(30.264761519000444, -97.71687639399966)"
397323,89746,Hospital (General Medical and Surgical),,,03/13/2014 12:00:00 AM,"1215 RED RIVER ST 400
AUSTIN, TX 78701
(30.273085079000452, -97.7348597679997)"
R496856,18831,Office,93.9,49.8,03/13/2014 12:00:00 AM,"13805 RESEARCH BLVD
AUSTIN, TX 78750
(30.463982289000455, -97.79457177599966)"
244003,157282,Office,78,70,03/13/2014 12:00:00 AM,"7800 SHOAL CREEK BLVD
AUSTIN, TX 78757
(30.35939537200045, -97.7407818159997)"
464214,79789,Office,87.5,48.3,03/13/2014 12:00:00 AM,"3505 MONTOPOLIS DR
AUSTIN, TX 78744
(30.20794373700045, -97.71495458099969)"
548318,124862,Office,90,68.8,03/13/2014 12:00:00 AM,"11921 N MOPAC EXPY
AUSTIN, TX 78759
(30.407583075000446, -97.71712678799969)"
732311,30168,Retail,17,70.8,03/13/2014 12:00:00 AM,"9512 S IH 35
AUSTIN, TX 78748
(30.168080801000485, -97.82498882099969)"
246673,97201,K-12 School,70.4,51.9,03/13/2014 12:00:00 AM,"400 COOPER DR
AUSTIN, TX 78753
(30.360135628000478, -97.69610825599966)"
260122,20000,"Service (Vehicle Repair/Service, Postal Service)",,30.9,03/13/2014 12:00:00 AM,"2412 KRAMER LA
AUSTIN, TX 78758
(30.393115512000463, -97.71589855499968)"
494809,80249,Office,,,03/13/2014 12:00:00 AM,"7500 RIALTO BLVD
AUSTIN, TX 78735
(30.252365017000443, -97.87064758699967)"
R379649,58388,Office,,,03/13/2014 12:00:00 AM,"12501 RESEARCH BLVD
AUSTIN, TX 78759
(30.429412272000434, -97.75882037299965)"
196260,50373,K-12 School,70.8,44.6,03/13/2014 12:00:00 AM,"1135 GARLAND AVE
AUSTIN, TX 78721
(30.26991796700048, -97.68492861399966)"
424598,61568,Not Available,,,03/13/2014 12:00:00 AM,"6512 MCNEIL DR
AUSTIN, TX 78729
(30.439386840000452, -97.75417985699966)"
235504,44800,Warehouse (Unrefrigerated),93.8,13.2,03/13/2014 12:00:00 AM,"8619 WALL ST
AUSTIN, TX 78754
(30.339968686000475, -97.67190129299968)"
111182,265750,Office,73,67.1,03/13/2014 12:00:00 AM,"1250 S CAPITAL OF TX HWY
AUSTIN, TX 78746
(30.280892706000486, -97.82226445599969)"
228963,47790,K-12 School,87.6,38.4,03/13/2014 12:00:00 AM,"405 W DENSON RD
AUSTIN, TX 78752
(30.332252490000485, -97.70383703299967)"
194306,475231,Office,96.5,56.8,03/13/2014 12:00:00 AM,"300 W 6TH ST
AUSTIN, TX 78701
(30.268917141000486, -97.74570303699966)"
527091,380790,K-12 School,96.7,33.5,03/13/2014 12:00:00 AM,"13200 N LAMAR BLVD
AUSTIN, TX 78727
(30.41708559200049, -97.67597684599968)"
548256,31650,K-12 School,39.8,53.1,03/13/2014 12:00:00 AM,"11800 STONEHOLLOW DR
AUSTIN, TX 78758
(30.400323828000467, -97.70831833399967)"
442952,108000,Warehouse (Unrefrigerated),100,9.8,03/13/2014 12:00:00 AM,"9715-B BURNET RD
AUSTIN, TX 78758
(30.38111633900047, -97.72460332299966)"
727224,128745,Medical Office,68.7,168.3,03/13/2014 12:00:00 AM,"1301 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.305715562000444, -97.70721327999968)"
192834,392329,Office,86,68.1,03/13/2014 12:00:00 AM,"98 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.262322349000442, -97.74231207299965)"
310848,63928,College/University (Campus-Level),,150.8,03/13/2014 12:00:00 AM,"3001 S CONGRESS AVE
AUSTIN, TX 78704
(30.232324808000442, -97.75854559099969)"
266806,63634,K-12 School,60.9,44.6,03/13/2014 12:00:00 AM,"1806 PARMER LN
AUSTIN, TX 78727
(30.413596323000434, -97.69109820399967)"
235471,98696,Warehouse (Unrefrigerated),1,205,03/13/2014 12:00:00 AM,"8200 CAMERON RD
AUSTIN, TX 78754
(30.337937424000472, -97.68297552199965)"
316667,41131,Self-Storage,,1.5,03/13/2014 12:00:00 AM,"4500 S CONGRESS AVE
AUSTIN, TX 78745
(30.21650701800047, -97.76801612899965)"
260122,23417,Not Available,,,03/13/2014 12:00:00 AM,"2412 KRAMER LA
AUSTIN, TX 78758
(30.393115512000463, -97.71589855499968)"
724334,215873,Office,92.4,98.7,03/13/2014 12:00:00 AM,"550 BOWIE
AUSTIN, TX 78703
(30.270784955000465, -97.75264723099968)"
107240,45196,K-12 School,89.8,40.3,03/13/2014 12:00:00 AM,"906 WEST LYNN ST
AUSTIN, TX 78703
(30.278057230000456, -97.76059580299966)"
464250,101331,Warehouse (Unrefrigerated),1,355.6,03/13/2014 12:00:00 AM,"6315 E STASSNEY LA
AUSTIN, TX 78744
(30.203414561000443, -97.71812533699966)"
228183,329872,Office,91.9,79.9,03/13/2014 12:00:00 AM,"6210 E U S HWY 290
AUSTIN, TX 78752
(30.332252490000485, -97.70383703299967)"
192811,504244,Office,85.6,63.4,03/13/2014 12:00:00 AM,"111 CONGRESS AVE
AUSTIN, TX 78701
(30.26417002700049, -97.74418107099967)"
R057986,11125,Retail,72.5,25.5,03/13/2014 12:00:00 AM,"8668 SPICEWOOD SPRINGS RD
AUSTIN, TX 78759
(30.434014359000457, -97.77010187499968)"
445921,80237,Hotel,34.2,67.6,03/13/2014 12:00:00 AM,"7625 E BEN WHITE BLVD
AUSTIN, TX 78741
(30.21791409700046, -97.6911609769997)"
230376,105580,Warehouse (Unrefrigerated),,9.1,03/13/2014 12:00:00 AM,"7211 N IH 35 HWY
AUSTIN, TX 78752
(30.332252490000485, -97.70383703299967)"
232862,91568,Office,66.9,82.2,03/13/2014 12:00:00 AM,"8317 CROSS PARK DR
AUSTIN, TX 78754
(30.335758110000484, -97.67109707899965)"
548316,624856,Office,68.5,97.1,03/13/2014 12:00:00 AM,"11800 N MOPAC EXPY
AUSTIN, TX 78759
(30.407966824000482, -97.72088136599967)"
497839,102513,Retail,42,76.7,03/13/2014 12:00:00 AM,"7900 N RANCH RD 620
AUSTIN, TX 78726
(30.429093973000477, -97.83834971299967)"
291768,77220,Warehouse (Unrefrigerated),86.4,10.6,03/13/2014 12:00:00 AM,"4211 FREIDRICH LA
AUSTIN, TX 78744
(30.211714897000434, -97.74853496099968)"
732309,99154,Retail,66,56.5,03/13/2014 12:00:00 AM,"9500 S IH 35
AUSTIN, TX 78748
(30.168080801000485, -97.82498882099969)"
255892,56000,Non-Refrigerated Warehouse,,,03/13/2014 12:00:00 AM,"9324 NEILS THOMPSON DR
AUSTIN, TX 78758
(30.38159239200047, -97.73346927099965)"
228972,41541,Office,28.7,90.6,03/13/2014 12:00:00 AM,"300 E HIGHLAND MALL BLVD
AUSTIN, TX 78752
(30.32856554300048, -97.7120121539997)"
260123,45913,Office,,30.6,03/13/2014 12:00:00 AM,"2120 W BRAKER LA
AUSTIN, TX 78756
(30.321333491000473, -97.73934876299967)"
501516,42494,Office,90,49.3,03/13/2014 12:00:00 AM,"9390 RESEARCH BLVD
AUSTIN, TX 78759
(30.383486262000474, -97.74299192399968)"
142136,92380,Office,67.1,73.1,03/13/2014 12:00:00 AM,"8601 FM 2222 RD
AUSTIN, TX 78730
(30.382371218000458, -97.81348261699969)"
"228173, 228987, 228172, 228989, 228990",198688,College/University (Campus-Level),,2.1,03/13/2014 12:00:00 AM,"6101 AIRPORT BLVD
AUSTIN, TX 78752
(30.327010061000465, -97.7160489749997)"
754099,137633,Warehouse (Unrefrigerated),,,03/13/2014 12:00:00 AM,"1100 E HOWARD LA
AUSTIN, TX 78753
(30.371744244000467, -97.6805695279997)"
312778,11000,Medical Office,1,273.8,03/13/2014 12:00:00 AM,"1701 W BEN WHITE BLVD
AUSTIN, TX 78704
(30.22819477100046, -97.78559039799967)"
497589,179295,Office,65.8,75.3,03/13/2014 12:00:00 AM,"8911 N CAPITAL OF TX HWY
AUSTIN, TX 78759
(30.387992941000448, -97.75948127399965)"
